Vertices,Density,Time taken(ms)
1,1,4
2,1,9
3,1,14
4,1,16
5,1,21
6,1,27
7,1,29
8,1,33
9,1,42
10,1,45
11,1,70
12,1,66
13,1,68
14,1,65
15,1,73
16,1,82
17,1,91
18,1,93
19,1,103
20,1,113
21,1,111
22,1,118
23,1,128
24,1,131
25,1,137
26,1,150
27,1,159
28,1,167
29,1,178
30,1,183
31,1,197
32,1,204
33,1,251
34,1,219
35,1,232
36,1,245
37,1,316
38,1,268
39,1,281
40,1,293
41,1,346
42,1,318
43,1,329
44,1,373
45,1,594
46,1,362
47,1,395
48,1,403
49,1,403
50,1,430
51,1,423
52,1,449
53,1,465
54,1,510
55,1,499
56,1,512
57,1,570
58,1,540
59,1,794
60,1,614
61,1,1636
62,1,625
63,1,1740
64,1,656
65,1,672
66,1,1705
67,1,755
68,1,707
69,1,1640
70,1,858
71,1,783
72,1,866
73,1,813
74,1,847
75,1,1517
76,1,910
77,1,1434
78,1,907
79,1,932
80,1,956
81,1,980
82,1,1006
83,1,1079
84,1,1045
85,1,1059
86,1,1087
87,1,1094
88,1,1360
89,1,1609
90,1,1246
91,1,1456
92,1,1230
93,1,1495
94,1,1277
95,1,1342
96,1,1355
97,1,1369
98,1,1418
99,1,1415
100,1,1983
101,1,1458
102,1,1494
103,1,1623
104,1,1551
105,1,1574
106,1,1652
107,1,1660
108,1,1671
109,1,1748
110,1,1847
111,1,1758
112,1,1751
113,1,1865
114,1,2292
115,1,1868
116,1,1950
117,1,1937
118,1,1965
119,1,1964
120,1,2004
121,1,2069
122,1,2134
123,1,2331
124,1,2081
125,1,2241
126,1,2203
127,1,2278
128,1,2304
129,1,2807
130,1,2336
131,1,2455
132,1,2897
133,1,2466
134,1,2527
135,1,3171
136,1,2558
137,1,2578
138,1,2730
139,1,2653
140,1,2730
141,1,2778
142,1,2816
143,1,3591
144,1,2926
145,1,2938
146,1,2897
147,1,3189
148,1,2994
149,1,3319
150,1,3050
151,1,3096
152,1,3209
153,1,3433
154,1,3282
155,1,3271
156,1,3297
157,1,3450
158,1,3464
159,1,3664
160,1,3534
161,1,3683
162,1,3614
163,1,3594
164,1,3603
165,1,3703
166,1,3959
167,1,3870
168,1,3797
169,1,3901
170,1,4091
171,1,3951
172,1,3984
173,1,4083
174,1,4107
175,1,5097
176,1,4808
177,1,4347
178,1,4286
179,1,4425
180,1,4660
181,1,5006
182,1,5180
183,1,4418
184,1,4703
185,1,5230
186,1,4859
187,1,5389
188,1,4743
189,1,4765
190,1,5747
191,1,4942
192,1,4873
193,1,4931
194,1,5865
195,1,5606
196,1,5101
197,1,5462
198,1,5261
199,1,6195
200,1,5622
201,1,6237
202,1,6453
203,1,6458
204,1,5905
205,1,6560
206,1,6328
207,1,6280
208,1,6070
209,1,6138
210,1,6710
211,1,5940
212,1,6057
213,1,6092
214,1,6679
215,1,6124
216,1,7853
217,1,6391
218,1,7277
219,1,7374
220,1,7188
221,1,6368
222,1,7303
223,1,7621
224,1,6607
225,1,7911
226,1,6727
227,1,7442
228,1,7706
229,1,7020
230,1,7410
231,1,7011
232,1,7051
233,1,7132
234,1,7128
235,1,7539
236,1,9604
237,1,7730
238,1,7350
239,1,8404
240,1,7578
241,1,7644
242,1,8523
243,1,8722
244,1,8373
245,1,7781
246,1,9137
247,1,7950
248,1,8735
249,1,8139
250,1,8201
251,1,10055
252,1,9170
253,1,8840
254,1,8422
255,1,8510
256,1,9344
257,1,9313
258,1,9255
259,1,8916
260,1,9541
261,1,9663
262,1,9690
263,1,8984
264,1,9858
265,1,9733
266,1,9392
267,1,9993
268,1,9318
269,1,9260
270,1,10010
271,1,9608
272,1,10710
273,1,10121
274,1,9953
275,1,9767
276,1,10015
277,1,9901
278,1,11305
279,1,10177
280,1,11856
281,1,10407
282,1,11048
283,1,10710
284,1,10670
285,1,10851
286,1,10931
287,1,11205
288,1,10789
289,1,10969
290,1,10851
291,1,11005
292,1,11494
293,1,11893
294,1,12021
295,1,11454
296,1,11451
297,1,11411
298,1,11648
299,1,11638
300,1,11564
301,1,11683
302,1,12022
303,1,12128
304,1,12319
305,1,11978
306,1,12257
307,1,13559
308,1,13910
309,1,13074
310,1,12504
311,1,12492
312,1,14365
313,1,13281
314,1,12744
315,1,13937
316,1,15116
317,1,13458
318,1,13576
319,1,13736
320,1,13438
321,1,13690
322,1,13847
323,1,15084
324,1,14756
325,1,15029
326,1,14605
327,1,15354
328,1,14895
329,1,15229
330,1,14342
331,1,14925
332,1,15230
333,1,15411
334,1,16376
335,1,16801
336,1,15303
337,1,14921
338,1,16952
339,1,17086
340,1,16006
341,1,14956
342,1,14935
343,1,15036
344,1,15563
345,1,16007
346,1,15268
347,1,15515
348,1,16466
349,1,15702
350,1,17461
351,1,16796
352,1,17612
353,1,18101
354,1,16301
355,1,17085
356,1,17294
357,1,16471
358,1,17426
359,1,16784
360,1,19320
361,1,17170
362,1,18610
363,1,17279
364,1,17700
365,1,16957
366,1,19395
367,1,18827
368,1,18810
369,1,17823
370,1,17451
371,1,18154
372,1,17801
373,1,19283
374,1,19245
375,1,19393
376,1,18066
377,1,20929
378,1,18760
379,1,19643
380,1,19728
381,1,19297
382,1,20193
383,1,19718
384,1,22981
385,1,19711
386,1,21217
387,1,20118
388,1,19598
389,1,21629
390,1,20182
391,1,20757
392,1,21057
393,1,20756
394,1,20961
395,1,22878
396,1,21005
397,1,22881
398,1,20988
399,1,20905
400,1,20560
401,1,20572
402,1,21943
403,1,21223
404,1,20818
405,1,20864
406,1,21769
407,1,22391
408,1,21692
409,1,21609
410,1,23031
411,1,21940
412,1,22095
413,1,24180
414,1,22794
415,1,25415
416,1,23319
417,1,22239
418,1,22782
419,1,22946
420,1,23814
421,1,24251
422,1,23983
423,1,23279
424,1,23634
425,1,24521
426,1,23135
427,1,24826
428,1,23497
429,1,23322
430,1,25179
431,1,25155
432,1,24769
433,1,25154
434,1,25489
435,1,26468
436,1,24759
437,1,24701
438,1,25361
439,1,25800
440,1,25138
441,1,26815
442,1,26052
443,1,25958
444,1,29035
445,1,26277
446,1,27164
447,1,27114
448,1,26592
449,1,27082
450,1,26694
451,1,31319
452,1,28445
453,1,27309
454,1,28190
455,1,28063
456,1,28283
457,1,28107
458,1,27815
459,1,29270
460,1,27605
461,1,28353
462,1,29354
463,1,29724
464,1,27838
465,1,30597
466,1,28991
467,1,27841
468,1,28482
469,1,30058
470,1,27854
471,1,29419
472,1,28497
473,1,28667
474,1,29278
475,1,28640
476,1,30880
477,1,32702
478,1,28615
479,1,31723
480,1,29634
481,1,32333
482,1,30413
483,1,29469
484,1,31240
485,1,31768
486,1,30761
487,1,32115
488,1,31074
489,1,30900
490,1,32683
491,1,34001
492,1,33136
493,1,33571
494,1,35166
495,1,36485
496,1,34424
497,1,33133
498,1,32114
499,1,31767
500,1,32150
