Vertices,Density,Time taken(ms)
1,50,17
2,50,31
3,50,51
4,50,69
5,50,77
6,50,93
7,50,129
8,50,152
9,50,190
10,50,174
11,50,191
12,50,219
13,50,230
14,50,272
15,50,271
16,50,295
17,50,425
18,50,365
19,50,354
20,50,426
21,50,438
22,50,459
23,50,547
24,50,504
25,50,640
26,50,534
27,50,592
28,50,592
29,50,626
30,50,686
31,50,732
32,50,757
33,50,811
34,50,1024
35,50,904
36,50,946
37,50,995
38,50,981
39,50,1029
40,50,1077
41,50,1119
42,50,2275
43,50,1187
44,50,1216
45,50,1191
46,50,1281
47,50,1562
48,50,1306
49,50,2507
50,50,1524
51,50,1539
52,50,2677
53,50,1681
54,50,1631
55,50,2524
56,50,2235
57,50,2223
58,50,1986
59,50,1923
60,50,1885
61,50,1854
62,50,2264
63,50,1911
64,50,3035
65,50,2200
66,50,2845
67,50,2266
68,50,3242
69,50,3297
70,50,3211
71,50,2925
72,50,2551
73,50,2639
74,50,2854
75,50,2852
76,50,2758
77,50,2747
78,50,2799
79,50,3111
80,50,2889
81,50,3312
82,50,2849
83,50,2946
84,50,3242
85,50,2884
86,50,3614
87,50,3529
88,50,3509
89,50,3372
90,50,3389
91,50,3510
92,50,3320
93,50,3642
94,50,3420
95,50,3464
96,50,3779
97,50,3903
98,50,4472
99,50,3721
100,50,3678
101,50,3851
102,50,3882
103,50,3840
104,50,3997
105,50,4100
106,50,4537
107,50,4122
108,50,4055
109,50,4376
110,50,4323
111,50,4130
112,50,4260
113,50,4483
114,50,4405
115,50,4715
116,50,4544
117,50,4568
118,50,5121
119,50,4640
120,50,4784
121,50,5041
122,50,4839
123,50,5071
124,50,4888
125,50,5171
126,50,5405
127,50,5101
128,50,5709
129,50,5431
130,50,5251
131,50,5367
132,50,5395
133,50,5403
134,50,5480
135,50,5898
136,50,6886
137,50,6247
138,50,5894
139,50,6583
140,50,6049
141,50,5862
142,50,6064
143,50,5994
144,50,6962
145,50,6565
146,50,6669
147,50,7310
148,50,6404
149,50,7159
150,50,6701
151,50,6565
152,50,6778
153,50,6794
154,50,7017
155,50,7538
156,50,7561
157,50,8764
158,50,7831
159,50,7898
160,50,7328
161,50,7515
162,50,7286
163,50,7658
164,50,7229
165,50,7904
166,50,7297
167,50,8293
168,50,7818
169,50,8786
170,50,8775
171,50,8833
172,50,8496
173,50,8056
174,50,8324
175,50,8088
176,50,8440
177,50,8257
178,50,8584
179,50,8845
180,50,8683
181,50,8724
182,50,8544
183,50,9044
184,50,8759
185,50,9033
186,50,9071
187,50,8948
188,50,10316
189,50,9337
190,50,9603
191,50,9264
192,50,10177
193,50,9421
194,50,9712
195,50,9782
196,50,10489
197,50,10049
198,50,9925
199,50,10262
200,50,10820
201,50,10349
202,50,9870
203,50,10899
204,50,9821
205,50,10614
206,50,10645
207,50,11343
208,50,11010
209,50,10654
210,50,11049
211,50,11715
212,50,10949
213,50,11218
214,50,11130
215,50,11243
216,50,11448
217,50,11972
218,50,11951
219,50,12102
220,50,12013
221,50,12566
222,50,12890
223,50,11649
224,50,11766
225,50,13363
226,50,14071
227,50,12022
228,50,14753
229,50,12374
230,50,12723
231,50,13147
232,50,13413
233,50,13267
234,50,13726
235,50,13295
236,50,13147
237,50,13999
238,50,14005
239,50,13848
240,50,13665
241,50,14772
242,50,14633
243,50,13256
244,50,13807
245,50,13564
246,50,14314
247,50,13685
248,50,15308
249,50,15039
250,50,15003
251,50,15017
252,50,15453
253,50,14678
254,50,15086
255,50,15518
256,50,14591
257,50,15110
258,50,15435
259,50,16176
260,50,16461
261,50,14949
262,50,15041
263,50,15613
264,50,16678
265,50,17038
266,50,17218
267,50,17190
268,50,16570
269,50,16236
270,50,15831
271,50,16575
272,50,17438
273,50,15912
274,50,17151
275,50,18113
276,50,16666
277,50,16175
278,50,17765
279,50,18905
280,50,20163
281,50,18207
282,50,20351
283,50,18485
284,50,17978
285,50,19786
286,50,18250
287,50,19742
288,50,19681
289,50,18144
290,50,18580
291,50,21698
292,50,18793
293,50,19075
294,50,20965
295,50,21338
296,50,19808
297,50,20714
298,50,19667
299,50,19673
300,50,21285
301,50,21652
302,50,22890
303,50,21398
304,50,19555
305,50,20473
306,50,20018
307,50,21287
308,50,21882
309,50,21028
310,50,20217
311,50,21153
312,50,21913
313,50,21607
314,50,22172
315,50,22405
316,50,21770
317,50,21952
318,50,21430
319,50,22883
320,50,22206
321,50,21893
322,50,21574
323,50,22297
324,50,23964
325,50,22792
326,50,23424
327,50,22006
328,50,24063
329,50,23712
330,50,23951
331,50,23845
332,50,23680
333,50,25212
334,50,24147
335,50,23278
336,50,23348
337,50,25064
338,50,24410
339,50,24631
340,50,23618
341,50,24766
342,50,26691
343,50,24463
344,50,24167
345,50,26019
346,50,27327
347,50,25663
348,50,25203
349,50,26039
350,50,27352
351,50,25757
352,50,25305
353,50,24325
354,50,25133
355,50,26045
356,50,26401
357,50,26804
358,50,25437
359,50,26756
360,50,28039
361,50,26825
362,50,27904
363,50,27283
364,50,26927
365,50,27457
366,50,26623
367,50,27128
368,50,29354
369,50,28311
370,50,27660
371,50,29771
372,50,27458
373,50,27851
374,50,28376
375,50,27211
376,50,28895
377,50,27583
378,50,28881
379,50,28763
380,50,29083
381,50,29025
382,50,31251
383,50,29119
384,50,31840
385,50,29571
386,50,31132
387,50,31553
388,50,29285
389,50,29532
390,50,30920
391,50,28991
392,50,34470
393,50,30408
394,50,31063
395,50,31922
396,50,30819
397,50,31801
398,50,30798
399,50,31461
400,50,31563
401,50,33838
402,50,33834
403,50,32301
404,50,33547
405,50,32224
406,50,30655
407,50,31467
408,50,30980
409,50,32825
410,50,34337
411,50,31419
412,50,33502
413,50,33547
414,50,32835
415,50,31967
416,50,33932
417,50,32881
418,50,33855
419,50,34756
420,50,34765
421,50,33492
422,50,36474
423,50,35306
424,50,34360
425,50,35753
426,50,36506
427,50,35419
428,50,35638
429,50,36365
430,50,36162
431,50,36500
432,50,35125
433,50,35865
434,50,36653
435,50,37920
436,50,35640
437,50,37249
438,50,38779
439,50,38509
440,50,37425
441,50,36420
442,50,37417
443,50,37800
444,50,39164
445,50,38490
446,50,38121
447,50,37340
448,50,39175
449,50,38622
450,50,39356
451,50,40792
452,50,40633
453,50,38532
454,50,43255
455,50,39619
456,50,38687
457,50,40294
458,50,40346
459,50,41610
460,50,41850
461,50,42142
462,50,40684
463,50,41030
464,50,40880
465,50,41185
466,50,40807
467,50,41501
468,50,41776
469,50,40211
470,50,40857
471,50,41248
472,50,39620
473,50,44308
474,50,44593
475,50,42595
476,50,43745
477,50,44830
478,50,43705
479,50,42793
480,50,43278
481,50,44561
482,50,45212
483,50,44106
484,50,44132
485,50,43607
486,50,43834
487,50,44316
488,50,43425
489,50,46121
490,50,45512
