Vertices,Density,Time taken(ms)
1,1,3
2,1,8
3,1,12
4,1,16
5,1,22
6,1,24
7,1,29
8,1,41
9,1,40
10,1,43
11,1,49
12,1,53
13,1,58
14,1,62
15,1,71
16,1,80
17,1,83
18,1,91
19,1,96
20,1,169
21,1,112
22,1,133
23,1,131
24,1,129
25,1,141
26,1,150
27,1,156
28,1,172
29,1,173
30,1,186
31,1,200
32,1,223
33,1,210
34,1,218
35,1,234
36,1,274
37,1,264
38,1,328
39,1,273
40,1,301
41,1,310
42,1,309
43,1,317
44,1,339
45,1,348
46,1,368
47,1,393
48,1,401
49,1,446
50,1,427
51,1,421
52,1,459
53,1,461
54,1,497
55,1,491
56,1,514
57,1,518
58,1,543
59,1,584
60,1,569
61,1,578
62,1,615
63,1,642
64,1,642
65,1,644
66,1,717
67,1,691
68,1,731
69,1,746
70,1,755
71,1,777
72,1,810
73,1,877
74,1,898
75,1,839
76,1,875
77,1,902
78,1,924
79,1,957
80,1,946
81,1,983
82,1,1031
83,1,1281
84,1,1426
85,1,1086
86,1,1082
87,1,1843
88,1,1160
89,1,1141
90,1,1185
91,1,1610
92,1,1236
93,1,1494
94,1,1344
95,1,1331
96,1,1386
97,1,1417
98,1,1398
99,1,1386
100,1,1546
101,1,1472
102,1,1616
103,1,1553
104,1,1557
105,1,1576
106,1,1581
107,1,1628
108,1,1721
109,1,1800
110,1,1858
111,1,2020
112,1,2157
113,1,1818
114,1,1846
115,1,1966
116,1,2151
117,1,2127
118,1,2014
119,1,1967
120,1,2035
121,1,2057
122,1,2032
123,1,2181
124,1,2116
125,1,2227
126,1,2893
127,1,2266
128,1,2323
129,1,2340
130,1,2584
131,1,2400
132,1,2557
133,1,2476
134,1,2526
135,1,2544
136,1,2633
137,1,2596
138,1,2697
139,1,2669
140,1,3213
141,1,2865
142,1,3541
143,1,3117
144,1,2996
145,1,2952
146,1,2921
147,1,3051
148,1,2985
149,1,3025
150,1,3061
151,1,3096
152,1,3167
153,1,3189
154,1,3540
155,1,3280
156,1,3354
157,1,3343
158,1,3430
159,1,3447
160,1,3525
161,1,3483
162,1,3574
163,1,3605
164,1,3641
165,1,3769
166,1,3692
167,1,3778
168,1,3759
169,1,3862
170,1,3870
171,1,4041
172,1,3954
173,1,4003
174,1,4012
175,1,4183
176,1,4198
177,1,4879
178,1,4426
179,1,4360
180,1,4426
181,1,4809
182,1,4623
183,1,4471
184,1,4619
185,1,4939
186,1,4646
187,1,5792
188,1,5536
189,1,4907
190,1,5139
191,1,4762
192,1,5527
193,1,4976
194,1,5424
195,1,5237
196,1,5111
197,1,5073
198,1,5725
199,1,6243
200,1,6095
201,1,6419
202,1,5674
203,1,5406
204,1,6162
205,1,5481
206,1,5897
207,1,5952
208,1,5682
209,1,6777
210,1,7147
211,1,6241
212,1,6042
213,1,5953
214,1,6094
215,1,7453
216,1,6328
217,1,6255
218,1,6226
219,1,6305
220,1,6471
221,1,6320
222,1,6563
223,1,6581
224,1,6500
225,1,7532
226,1,7493
227,1,6786
228,1,6728
229,1,6783
230,1,7024
231,1,6933
232,1,7115
233,1,7060
234,1,7053
235,1,7320
236,1,7263
237,1,8001
238,1,7457
239,1,7595
240,1,7524
241,1,8364
242,1,8109
243,1,8680
244,1,7974
245,1,7939
246,1,8789
247,1,7981
248,1,8767
249,1,9656
250,1,8556
251,1,8139
252,1,8771
253,1,9076
254,1,8888
255,1,8909
256,1,8597
257,1,9084
258,1,8561
259,1,9328
260,1,8647
261,1,10149
262,1,9721
263,1,8970
264,1,8941
265,1,9034
266,1,10582
267,1,9701
268,1,10078
269,1,9379
270,1,9439
271,1,9731
272,1,9427
273,1,10967
274,1,9684
275,1,9846
276,1,10655
277,1,10851
278,1,10142
279,1,10211
280,1,10804
281,1,10086
282,1,10432
283,1,11218
284,1,11623
285,1,10915
286,1,10537
287,1,12117
288,1,11757
289,1,11646
290,1,10669
291,1,11368
292,1,12531
293,1,11341
294,1,11119
295,1,11270
296,1,11269
297,1,11335
298,1,11437
299,1,11542
300,1,11578
