Vertices,Density,Time taken(ms)
1,1,1
2,2,3
3,3,6
4,4,9
5,5,13
6,6,16
7,7,22
8,8,33
9,9,31
10,10,37
11,11,46
12,12,64
13,13,61
14,14,66
15,15,79
16,16,85
17,17,90
18,18,101
19,19,115
20,20,126
21,21,135
22,22,172
23,23,186
24,24,234
25,25,182
26,26,200
27,27,213
28,28,224
29,29,251
30,30,258
31,31,273
32,32,294
33,33,312
34,34,326
35,35,354
36,36,361
37,37,380
38,38,416
39,39,418
40,40,482
41,41,477
42,42,527
43,43,574
44,44,551
45,45,550
46,46,585
47,47,605
48,48,630
49,49,648
50,50,677
51,51,713
52,52,741
53,53,776
54,54,787
55,55,826
56,56,899
57,57,879
58,58,966
59,59,969
60,60,1046
61,61,995
62,62,1099
63,63,1098
64,64,1139
65,65,1173
66,66,1219
67,67,1214
68,68,1296
69,69,1354
70,70,1302
71,71,1338
72,72,1653
73,73,1453
74,74,1492
75,75,1558
76,76,1802
77,77,1664
78,78,1752
79,79,1784
80,80,1801
81,81,1760
82,82,1814
83,83,1833
84,84,1872
85,85,1905
86,86,2002
87,87,1990
88,88,2084
89,89,2095
90,90,2156
91,91,2229
92,92,2320
93,93,2338
94,94,2369
95,95,2429
96,96,2535
97,97,2834
98,98,2810
99,99,2581
100,100,3126
