Vertices,Density,Time taken(ms)
1,300,20
2,300,38
3,300,48
4,300,59
5,300,78
6,300,96
7,300,112
8,300,123
9,300,163
10,300,171
11,300,207
12,300,231
13,300,235
14,300,264
15,300,268
16,300,285
17,300,337
18,300,413
19,300,386
20,300,399
21,300,626
22,300,458
23,300,1628
24,300,507
25,300,559
26,300,650
27,300,621
28,300,1342
29,300,651
30,300,757
31,300,736
32,300,905
33,300,858
34,300,907
35,300,863
36,300,1185
37,300,948
38,300,968
39,300,1059
40,300,1020
41,300,1426
42,300,1140
43,300,1228
44,300,1317
45,300,1326
46,300,1344
47,300,1366
48,300,1385
49,300,1469
50,300,1495
51,300,1512
52,300,1596
53,300,1635
54,300,1821
55,300,1735
56,300,1921
57,300,1901
58,300,1993
59,300,1946
60,300,2042
61,300,1988
62,300,2418
63,300,2283
64,300,2252
65,300,2295
66,300,2436
67,300,2479
68,300,2459
69,300,3010
70,300,2631
71,300,2550
72,300,3023
73,300,2831
74,300,3399
75,300,3360
76,300,3429
77,300,3168
78,300,3329
79,300,3032
80,300,3292
81,300,3655
82,300,4070
83,300,3372
84,300,3602
85,300,3518
86,300,3781
87,300,3786
88,300,4160
89,300,4013
90,300,4067
91,300,4039
92,300,4273
93,300,4029
94,300,4279
95,300,4122
96,300,4642
97,300,4566
98,300,5348
99,300,5090
100,300,4858
101,300,4789
102,300,5592
103,300,5089
104,300,5909
105,300,5745
106,300,6495
107,300,5748
108,300,6109
109,300,6033
110,300,6753
111,300,6308
112,300,6094
113,300,6355
114,300,6137
115,300,6590
116,300,6768
117,300,6374
118,300,6249
119,300,7605
120,300,7051
121,300,6826
122,300,6849
123,300,7269
124,300,7536
125,300,7861
126,300,7721
127,300,8596
128,300,7814
129,300,8082
130,300,8064
131,300,7712
132,300,8244
133,300,10102
134,300,9694
135,300,8824
136,300,8766
137,300,8798
138,300,8597
139,300,8904
140,300,11234
141,300,8875
142,300,9041
143,300,9101
144,300,10013
145,300,9870
146,300,9624
147,300,10960
148,300,11892
149,300,11087
150,300,10019
151,300,10228
152,300,10956
153,300,10380
154,300,11178
155,300,11563
156,300,10967
157,300,11061
158,300,11622
159,300,11977
160,300,11015
161,300,13556
162,300,12003
163,300,12321
164,300,12300
165,300,11817
166,300,12476
167,300,12884
168,300,13792
169,300,13195
170,300,14538
171,300,12398
172,300,14370
173,300,13249
174,300,13256
175,300,13067
176,300,14067
177,300,14577
178,300,16568
179,300,14604
180,300,14905
181,300,15259
182,300,14318
183,300,15949
184,300,16581
185,300,15569
186,300,15438
187,300,15728
188,300,14961
189,300,16368
190,300,16284
191,300,18430
192,300,16912
193,300,16117
194,300,15996
195,300,16651
196,300,17190
197,300,18605
198,300,17297
199,300,17624
200,300,18798
201,300,17704
202,300,18041
203,300,19904
204,300,18733
205,300,19626
206,300,18354
207,300,18023
208,300,20750
209,300,19326
210,300,19859
211,300,19799
212,300,18850
213,300,19743
214,300,20999
215,300,20099
216,300,22911
217,300,19680
218,300,20088
219,300,21502
220,300,21984
221,300,20538
222,300,22215
223,300,22060
224,300,24024
225,300,23659
226,300,22927
227,300,22636
228,300,24506
229,300,22203
230,300,21860
231,300,22608
232,300,23848
233,300,25078
234,300,22494
235,300,25444
236,300,24354
237,300,22891
238,300,24307
239,300,22928
240,300,26253
241,300,25288
242,300,29592
243,300,24877
244,300,26530
245,300,25377
246,300,24792
247,300,27664
248,300,29146
249,300,26962
250,300,26752
251,300,26876
252,300,29455
253,300,27631
254,300,29970
255,300,28366
256,300,30112
257,300,30621
258,300,30944
259,300,31073
260,300,32164
261,300,31367
262,300,28316
263,300,32316
264,300,32055
265,300,31994
266,300,30624
267,300,33609
268,300,31294
269,300,33703
270,300,33954
271,300,33910
272,300,34104
273,300,36375
274,300,35036
275,300,34520
276,300,34829
277,300,32960
278,300,35561
279,300,34157
280,300,33342
281,300,35380
282,300,36224
283,300,35745
284,300,36560
285,300,32827
286,300,38416
287,300,36185
288,300,36999
289,300,37284
290,300,37107
291,300,37095
292,300,38259
293,300,38958
294,300,41044
295,300,38810
296,300,38978
297,300,42908
298,300,43001
299,300,38136
300,300,40140
