Vertices,Density,Time taken(ms)
200,1,2888
200,2,2981
200,3,3844
200,4,3526
200,5,3803
200,6,3711
200,7,3827
200,8,4062
200,9,3809
200,10,3900
200,11,4117
200,12,4233
200,13,4156
200,14,4511
200,15,4563
200,16,4441
200,17,4694
200,18,4876
200,19,5192
200,20,4957
200,21,4806
200,22,5195
200,23,5482
200,24,4988
200,25,6449
200,26,5291
200,27,5416
200,28,5580
200,29,5469
200,30,5534
200,31,5607
200,32,5570
200,33,5477
200,34,5756
200,35,5835
200,36,5757
200,37,5929
200,38,6404
200,39,6056
200,40,6209
200,41,6132
200,42,6278
200,43,6407
200,44,6387
200,45,6450
200,46,6519
200,47,6481
200,48,6548
200,49,6586
200,50,7197
200,51,6636
200,52,7248
200,53,7066
200,54,6880
200,55,7223
200,56,6984
200,57,6929
200,58,7060
200,59,6855
200,60,7034
200,61,6981
200,62,7177
200,63,7280
200,64,7111
200,65,7449
200,66,7340
200,67,7883
200,68,7682
200,69,7558
200,70,8648
200,71,7506
200,72,7507
200,73,7704
200,74,7853
200,75,8202
200,76,7899
200,77,7830
200,78,8397
200,79,7891
200,80,8206
200,81,8412
200,82,8013
200,83,8183
200,84,8310
200,85,8449
200,86,8999
200,87,8689
200,88,8564
200,89,8416
200,90,8524
200,91,8521
200,92,8788
200,93,8473
200,94,8670
200,95,8731
200,96,8555
200,97,8901
200,98,8876
200,99,8845
200,100,8803
200,101,8973
200,102,9197
200,103,8940
200,104,10526
200,105,8999
200,106,8915
200,107,9086
200,108,9482
200,109,9304
200,110,9135
200,111,9286
200,112,9335
200,113,9458
200,114,9479
200,115,11544
200,116,9316
200,117,9523
200,118,10361
200,119,9559
200,120,9598
200,121,11720
200,122,9799
200,123,9790
200,124,9876
200,125,9733
200,126,9723
200,127,10157
200,128,10034
200,129,10437
200,130,10095
200,131,10305
200,132,10470
200,133,10298
200,134,10144
200,135,9984
200,136,10068
200,137,10193
200,138,10581
200,139,10399
200,140,10113
200,141,10473
200,142,10535
200,143,10918
200,144,10549
200,145,11614
200,146,10670
200,147,10423
200,148,10731
200,149,11134
200,150,10796
200,151,10876
200,152,10753
200,153,10809
200,154,10661
200,155,11776
200,156,10984
200,157,11024
200,158,11503
200,159,11268
200,160,11110
200,161,11148
200,162,11137
200,163,11155
200,164,12465
200,165,11681
200,166,11251
200,167,11153
200,168,11550
200,169,11180
200,170,11439
200,171,14656
200,172,11427
200,173,11569
200,174,11395
200,175,11583
200,176,14741
200,177,11694
200,178,12291
200,179,15458
200,180,11920
200,181,11757
200,182,11772
200,183,11815
200,184,11738
200,185,11698
200,186,12460
200,187,11904
200,188,12109
200,189,12496
200,190,12326
200,191,12264
200,192,12878
200,193,13489
200,194,12698
200,195,12171
200,196,12157
200,197,14018
200,198,12415
200,199,13114
200,200,12500
