 ,S = 37,Size(N) = 10000000,,,
 ,Merge, , ,Hybrid,
 ,Key Comparisons, Time taken(ms), ,Key Comparisons,ÊTime taken(ms)
 ,217953807,4976145.847, ,240176648,1014.5874
 ,217959367,5589397.915, ,240166180,948.13542
 ,217952436,5567892.755, ,240162328,943.06417
 ,217953792,5601242.63, ,240177251,942.36792
 ,217956741,5583397.559, ,240168637,944.42317
,,,,,
Average,217955228,5463615.341, ,240170208,958.51562
