Vertices,Density,Time taken(ms)
100,1,446
100,2,659
100,3,777
100,4,773
100,5,909
100,6,979
100,7,963
100,8,1024
100,9,1044
100,10,1146
100,11,1292
100,12,1460
100,13,2418
100,14,2468
100,15,1387
100,16,1456
100,17,1431
100,18,1366
100,19,1439
100,20,1481
100,21,2510
100,22,2111
100,23,2143
100,24,1905
100,25,1768
100,26,1860
100,27,1674
100,28,1631
100,29,1751
100,30,2075
100,31,1910
100,32,1812
100,33,1729
100,34,1884
100,35,1875
100,36,1810
100,37,2424
100,38,1944
100,39,2361
100,40,2045
100,41,2093
100,42,2504
100,43,2051
100,44,2406
100,45,2220
100,46,2160
100,47,2243
100,48,2019
100,49,2104
100,50,2275
100,51,2074
100,52,2165
100,53,2282
100,54,2164
100,55,2130
100,56,2231
100,57,2252
100,58,2235
100,59,2190
100,60,2315
100,61,2309
100,62,2528
100,63,2326
100,64,2386
100,65,2445
100,66,2390
100,67,2373
100,68,2363
100,69,2577
100,70,2490
100,71,2513
100,72,2481
100,73,2600
100,74,2536
100,75,2461
100,76,2455
100,77,2558
100,78,2557
100,79,2547
100,80,2621
100,81,3094
100,82,2719
100,83,2680
100,84,2698
100,85,2860
100,86,2685
100,87,2745
100,88,3143
100,89,2738
100,90,2847
100,91,3396
100,92,2880
100,93,2922
100,94,2900
100,95,2907
100,96,3016
100,97,2881
100,98,3051
100,99,3650
100,100,3088
