Vertices,Density,Time taken(ms)
1,1,5
2,2,11
3,3,15
4,4,20
5,5,26
6,6,39
7,7,45
8,8,42
9,9,47
10,10,53
11,11,62
12,12,89
13,13,88
14,14,88
15,15,103
16,16,93
17,17,118
18,18,108
19,19,117
20,20,128
21,21,135
22,22,154
23,23,149
24,24,156
25,25,165
26,26,179
27,27,189
28,28,231
29,29,199
30,30,207
31,31,218
32,32,237
33,33,273
34,34,260
35,35,258
36,36,309
37,37,279
38,38,325
39,39,312
40,40,317
41,41,313
42,42,355
43,43,350
44,44,394
45,45,387
46,46,379
47,47,402
48,48,405
49,49,411
50,50,439
51,51,458
52,52,474
53,53,463
54,54,498
55,55,529
56,56,564
57,57,513
58,58,604
59,59,548
60,60,599
61,61,550
62,62,586
63,63,631
64,64,650
65,65,650
66,66,672
67,67,736
68,68,682
69,69,683
70,70,756
71,71,747
72,72,833
73,73,832
74,74,837
75,75,823
76,76,806
77,77,799
78,78,834
79,79,846
80,80,875
81,81,911
82,82,924
83,83,938
84,84,941
85,85,1030
86,86,1418
87,87,1096
88,88,1072
89,89,1044
90,90,1099
91,91,1101
92,92,1142
93,93,1104
94,94,1157
95,95,1213
96,96,1198
97,97,1210
98,98,1269
99,99,1204
100,100,1310
