Vertices,Density,Time taken(ms)
1,200,4
2,200,8
3,200,13
4,200,21
5,200,25
6,200,33
7,200,49
8,200,50
9,200,69
10,200,77
11,200,76
12,200,89
13,200,107
14,200,114
15,200,130
16,200,153
17,200,167
18,200,177
19,200,179
20,200,217
21,200,265
22,200,229
23,200,251
24,200,278
25,200,285
26,200,342
27,200,347
28,200,376
29,200,465
30,200,431
31,200,445
32,200,435
33,200,484
34,200,547
35,200,529
36,200,583
37,200,615
38,200,604
39,200,706
40,200,709
41,200,720
42,200,776
43,200,827
44,200,826
45,200,835
46,200,905
47,200,938
48,200,970
49,200,1000
50,200,1048
51,200,1032
52,200,1097
53,200,1193
54,200,1220
55,200,1295
56,200,1276
57,200,1324
58,200,1398
59,200,1427
60,200,1675
61,200,1519
62,200,1546
63,200,1592
64,200,1664
65,200,2540
66,200,1770
67,200,1795
68,200,2818
69,200,2570
70,200,2340
71,200,2036
72,200,2091
73,200,2113
74,200,2186
75,200,2540
76,200,2560
77,200,2650
78,200,2756
79,200,2545
80,200,2549
81,200,2595
82,200,2623
83,200,2704
84,200,3075
85,200,2913
86,200,2877
87,200,3444
88,200,3068
89,200,3091
90,200,3162
91,200,3444
92,200,3387
93,200,3689
94,200,3575
95,200,3571
96,200,3615
97,200,3600
98,200,3754
99,200,3927
100,200,3897
101,200,4326
102,200,4029
103,200,4060
104,200,4162
105,200,4302
106,200,4479
107,200,4886
108,200,4565
109,200,4705
110,200,4835
111,200,4723
112,200,4890
113,200,5036
114,200,5206
115,200,5181
116,200,5441
117,200,5843
118,200,5570
119,200,5579
120,200,5637
121,200,5678
122,200,5837
123,200,6591
124,200,6023
125,200,6315
126,200,6146
127,200,6191
128,200,6730
129,200,6464
130,200,6560
131,200,6628
132,200,7687
133,200,7363
134,200,7233
135,200,7350
136,200,7127
137,200,7525
138,200,7236
139,200,7668
140,200,8231
141,200,7661
142,200,7713
143,200,7955
144,200,8106
145,200,9159
146,200,10569
147,200,8820
148,200,8876
149,200,9605
150,200,9528
151,200,12699
152,200,9627
153,200,9572
154,200,9672
155,200,9986
156,200,9827
157,200,9587
158,200,10202
159,200,10202
160,200,10268
161,200,11581
162,200,11107
163,200,10337
164,200,10287
165,200,12184
166,200,10482
167,200,11261
168,200,11811
169,200,12713
170,200,11873
171,200,11984
172,200,12799
173,200,11689
174,200,12207
175,200,13516
176,200,12829
177,200,12820
178,200,12754
179,200,14380
180,200,12722
181,200,13022
182,200,15858
183,200,13303
184,200,15608
185,200,14035
186,200,14099
187,200,14554
188,200,14265
189,200,14925
190,200,15561
191,200,15801
192,200,15266
193,200,15326
194,200,16402
195,200,15802
196,200,15334
197,200,16377
198,200,17896
199,200,15093
200,200,16901
201,200,17518
202,200,17219
203,200,16363
204,200,16705
205,200,18222
206,200,17715
207,200,17644
208,200,17321
209,200,19299
210,200,16872
211,200,19007
212,200,19991
213,200,18789
214,200,17745
215,200,18228
216,200,18920
217,200,18450
218,200,18973
219,200,18695
220,200,19023
221,200,18780
222,200,18175
223,200,19407
224,200,18575
225,200,19462
226,200,20972
227,200,20165
228,200,21803
229,200,20756
230,200,21060
231,200,21872
232,200,21097
233,200,21521
234,200,20281
235,200,20216
236,200,23011
237,200,22341
238,200,20890
239,200,22034
240,200,22922
241,200,22648
242,200,21410
243,200,21753
244,200,21345
245,200,26103
246,200,22691
247,200,22229
248,200,21828
249,200,22823
250,200,22430
251,200,23993
252,200,22730
253,200,24375
254,200,24442
255,200,26415
256,200,25969
257,200,24306
258,200,22862
259,200,25470
260,200,26429
261,200,25502
262,200,26133
263,200,23993
264,200,24471
265,200,24672
266,200,26253
267,200,29652
268,200,26554
269,200,26846
270,200,27162
271,200,25894
272,200,29738
273,200,27361
274,200,27712
275,200,27815
276,200,29683
277,200,28943
278,200,28597
279,200,27845
280,200,29914
281,200,27552
282,200,26753
283,200,27547
284,200,28951
285,200,31376
286,200,28266
287,200,28316
288,200,30504
289,200,29349
290,200,32404
291,200,31177
292,200,29228
293,200,28989
294,200,30584
295,200,29754
296,200,32302
297,200,30871
298,200,32551
299,200,32364
300,200,30546
