Vertices,Density,Time taken(ms)
150,1,3600
150,2,3339
150,3,3858
150,4,3492
150,5,3722
150,6,3751
150,7,3812
150,8,3918
150,9,3932
150,10,4003
150,11,4116
150,12,4293
150,13,5377
150,14,4325
150,15,5936
150,16,5314
150,17,5085
150,18,4908
150,19,4540
150,20,4615
150,21,4785
150,22,4809
150,23,4807
150,24,5413
150,25,4818
150,26,4943
150,27,4978
150,28,4916
150,29,5129
150,30,5060
150,31,5217
150,32,5544
150,33,5038
150,34,5234
150,35,5407
150,36,5367
150,37,5341
150,38,5411
150,39,5675
150,40,5662
150,41,5482
150,42,6115
150,43,6417
150,44,6141
150,45,5707
150,46,6096
150,47,6305
150,48,5825
150,49,5840
150,50,6950
150,51,6088
150,52,6398
150,53,6576
150,54,6368
150,55,6673
150,56,6323
150,57,6129
150,58,6890
150,59,6178
150,60,6808
150,61,6429
150,62,6271
150,63,7244
150,64,6389
150,65,6373
150,66,6471
150,67,6524
150,68,6298
150,69,6671
150,70,6504
150,71,7026
150,72,7258
150,73,6762
150,74,6740
150,75,7022
150,76,6607
150,77,7315
150,78,6778
150,79,6908
150,80,6770
150,81,7430
150,82,7159
150,83,6917
150,84,6989
150,85,7572
150,86,7721
150,87,7303
150,88,7275
150,89,7005
150,90,7712
150,91,7505
150,92,7504
150,93,7367
150,94,7552
150,95,8149
150,96,8073
150,97,7338
150,98,7577
150,99,7250
150,100,7486
150,101,7410
150,102,8458
150,103,7625
150,104,7692
150,105,7547
150,106,7975
150,107,7836
150,108,7569
150,109,8528
150,110,7969
150,111,7767
150,112,8047
150,113,7576
150,114,7612
150,115,7859
150,116,7854
150,117,8800
150,118,8404
150,119,7726
150,120,8261
150,121,8661
150,122,7927
150,123,7966
150,124,8887
150,125,7932
150,126,8682
150,127,8179
150,128,8207
150,129,8353
150,130,8204
150,131,8750
150,132,8790
150,133,9150
150,134,8881
150,135,8195
150,136,8526
150,137,8463
150,138,8430
150,139,9824
150,140,8838
150,141,8453
150,142,8652
150,143,8377
150,144,9441
150,145,9428
150,146,8540
150,147,8402
150,148,8530
150,149,8787
150,150,8698
