Vertices,Density,Time taken(ms)
1,50,5
2,50,10
3,50,27
4,50,21
5,50,36
6,50,40
7,50,46
8,50,57
9,50,63
10,50,80
11,50,87
12,50,92
13,50,103
14,50,131
15,50,162
16,50,128
17,50,164
18,50,176
19,50,176
20,50,228
21,50,225
22,50,252
23,50,1417
24,50,280
25,50,297
26,50,324
27,50,333
28,50,320
29,50,347
30,50,368
31,50,537
32,50,374
33,50,424
34,50,436
35,50,1681
36,50,491
37,50,522
38,50,571
39,50,568
40,50,569
41,50,617
42,50,640
43,50,719
44,50,684
45,50,673
46,50,725
47,50,776
48,50,837
49,50,798
50,50,867
51,50,866
52,50,934
53,50,931
54,50,1019
55,50,987
56,50,1075
57,50,984
58,50,1026
59,50,1070
60,50,1131
61,50,1052
62,50,1994
63,50,2131
64,50,2339
65,50,1393
66,50,1223
67,50,1293
68,50,1235
69,50,1274
70,50,1338
71,50,1394
72,50,1433
73,50,1368
74,50,1467
75,50,1516
76,50,1636
77,50,1597
78,50,1546
79,50,1512
80,50,2050
81,50,1623
82,50,1755
83,50,1640
84,50,2243
85,50,1813
86,50,1857
87,50,1743
88,50,1780
89,50,1865
90,50,1841
91,50,1868
92,50,1890
93,50,1975
94,50,2077
95,50,1969
96,50,2064
97,50,2045
98,50,2242
99,50,2559
100,50,2197
101,50,2720
102,50,2290
103,50,2720
104,50,2299
105,50,2333
106,50,2422
107,50,2479
108,50,2387
109,50,3004
110,50,2556
111,50,2616
112,50,3327
113,50,2808
114,50,2685
115,50,2679
116,50,2961
117,50,3334
118,50,3059
119,50,3733
120,50,2885
121,50,3132
122,50,3168
123,50,3211
124,50,3338
125,50,3844
126,50,4000
127,50,3470
128,50,3131
129,50,3459
130,50,3215
131,50,3276
132,50,3248
133,50,3446
134,50,3480
135,50,3637
136,50,3396
137,50,3652
138,50,3542
139,50,4077
140,50,3753
141,50,3684
142,50,3670
143,50,3730
144,50,4348
145,50,3565
146,50,3833
147,50,4501
148,50,4171
149,50,4481
150,50,4171
151,50,4169
152,50,3997
153,50,4768
154,50,3906
155,50,3880
156,50,4116
157,50,4996
158,50,4426
159,50,4257
160,50,5024
161,50,4370
162,50,4302
163,50,4246
164,50,4347
165,50,4364
166,50,4795
167,50,5151
168,50,5563
169,50,6050
170,50,5102
171,50,4802
172,50,4715
173,50,4468
174,50,4710
175,50,4529
176,50,4826
177,50,5320
178,50,4841
179,50,5555
180,50,5030
181,50,5380
182,50,5254
183,50,5887
184,50,5196
185,50,5491
186,50,5998
187,50,5453
188,50,5344
189,50,5355
190,50,5454
191,50,6206
192,50,5566
193,50,6058
194,50,5680
195,50,5357
196,50,5469
197,50,6078
198,50,6154
199,50,6492
200,50,6580
201,50,6284
202,50,6676
203,50,6054
204,50,6628
205,50,6205
206,50,7978
207,50,6341
208,50,7374
209,50,6168
210,50,6764
211,50,6370
212,50,6477
213,50,6141
214,50,6457
215,50,7237
216,50,7290
217,50,6612
218,50,6949
219,50,6886
220,50,7424
221,50,7194
222,50,7962
223,50,7127
224,50,6922
225,50,7402
226,50,6842
227,50,7941
228,50,6963
229,50,7848
230,50,7528
231,50,8011
232,50,7299
233,50,7109
234,50,7979
235,50,7219
236,50,8139
237,50,7373
238,50,7997
239,50,7745
240,50,9357
241,50,7775
242,50,7615
243,50,8034
244,50,8303
245,50,7949
246,50,8021
247,50,8771
248,50,8610
249,50,8196
250,50,8069
251,50,8297
252,50,8677
253,50,8468
254,50,8870
255,50,8145
256,50,8980
257,50,8310
258,50,9179
259,50,8495
260,50,8767
261,50,9200
262,50,8737
263,50,9352
264,50,8742
265,50,9407
266,50,8959
267,50,10136
268,50,9381
269,50,9392
270,50,10431
271,50,10583
272,50,9418
273,50,9653
274,50,9566
275,50,10104
276,50,9575
277,50,9607
278,50,10462
279,50,9675
280,50,9347
281,50,10069
282,50,9838
283,50,9949
284,50,10653
285,50,11001
286,50,10124
287,50,10086
288,50,11238
289,50,10566
290,50,11110
291,50,10752
292,50,10507
293,50,11404
294,50,11704
295,50,11604
296,50,12078
297,50,11380
298,50,11194
299,50,12006
300,50,10989
