Vertices,Density,Time taken(ms)
200,1,5488
200,2,5904
200,3,5867
200,4,7309
200,5,6210
200,6,8075
200,7,7508
200,8,7507
200,9,6712
200,10,7109
200,11,7853
200,12,7156
200,13,6986
200,14,7365
200,15,7541
200,16,7957
200,17,8305
200,18,7552
200,19,8302
200,20,7834
200,21,8887
200,22,8122
200,23,8068
200,24,9357
200,25,8254
200,26,9135
200,27,8154
200,28,9050
200,29,8596
200,30,8668
200,31,9795
200,32,8858
200,33,8533
200,34,8817
200,35,8739
200,36,10041
200,37,9099
200,38,8859
200,39,9302
200,40,9473
200,41,10243
200,42,9247
200,43,10249
200,44,9554
200,45,9547
200,46,10234
200,47,9594
200,48,9183
200,49,10578
200,50,10035
200,51,9823
200,52,11008
200,53,10069
200,54,10600
200,55,10047
200,56,10830
200,57,11084
200,58,10830
200,59,11409
200,60,11204
200,61,10091
200,62,10505
200,63,10869
200,64,10300
200,65,11089
200,66,11106
200,67,10957
200,68,11486
200,69,10537
200,70,11197
200,71,11613
200,72,11794
200,73,10958
200,74,11228
200,75,11114
200,76,11338
200,77,10819
200,78,11351
200,79,11077
200,80,12290
200,81,11250
200,82,11413
200,83,11385
200,84,11556
200,85,11151
200,86,12649
200,87,11419
200,88,13198
200,89,11485
200,90,12688
200,91,11736
200,92,11482
200,93,11548
200,94,12403
200,95,12137
200,96,13962
200,97,12440
200,98,12337
200,99,12345
200,100,12554
200,101,12624
200,102,11955
200,103,12514
200,104,11992
200,105,12686
200,106,13957
200,107,12612
200,108,13061
200,109,12083
200,110,12460
200,111,12501
200,112,13045
200,113,13732
200,114,13092
200,115,12546
200,116,12999
200,117,13592
200,118,12846
200,119,13420
200,120,12684
200,121,13388
200,122,13187
200,123,12755
200,124,13186
200,125,13410
200,126,14015
200,127,13324
200,128,13655
200,129,13951
200,130,13472
200,131,14506
200,132,14239
200,133,13360
200,134,14409
200,135,14773
200,136,14594
200,137,14300
200,138,14757
200,139,14161
200,140,13641
200,141,13933
200,142,13629
200,143,15808
200,144,13930
200,145,13848
200,146,14213
200,147,14131
200,148,14468
200,149,14332
200,150,14506
200,151,14771
200,152,14037
200,153,15333
200,154,15048
200,155,15004
200,156,14471
200,157,15356
200,158,14755
200,159,14995
200,160,14805
200,161,15017
200,162,15351
200,163,16540
200,164,14801
200,165,16431
200,166,14889
200,167,15141
200,168,14898
200,169,16330
200,170,14943
200,171,17730
200,172,15898
200,173,15853
200,174,17155
200,175,15493
200,176,16063
200,177,15650
200,178,15868
200,179,16572
200,180,17682
200,181,17922
200,182,15957
200,183,15171
200,184,15920
200,185,15252
200,186,15014
200,187,15023
200,188,16789
200,189,15767
200,190,15388
200,191,16239
200,192,15290
200,193,15487
200,194,15960
200,195,15276
200,196,17982
200,197,16649
200,198,16374
200,199,17354
200,200,17887
