Vertices,Density,Time taken(ms)
1,5,5
2,5,10
3,5,18
4,5,23
5,5,27
6,5,41
7,5,44
8,5,47
9,5,62
10,5,69
11,5,64
12,5,72
13,5,76
14,5,96
15,5,107
16,5,308
17,5,101
18,5,117
19,5,127
20,5,136
21,5,136
22,5,147
23,5,159
24,5,181
25,5,165
26,5,181
27,5,187
28,5,187
29,5,202
30,5,200
31,5,210
32,5,210
33,5,291
34,5,258
35,5,236
36,5,251
37,5,286
38,5,279
39,5,275
40,5,301
41,5,295
42,5,318
43,5,343
44,5,512
45,5,372
46,5,369
47,5,360
48,5,360
49,5,374
50,5,399
51,5,1413
52,5,426
53,5,400
54,5,414
55,5,417
56,5,473
57,5,444
58,5,484
59,5,448
60,5,486
61,5,496
62,5,504
63,5,504
64,5,504
65,5,1381
66,5,525
67,5,559
68,5,678
69,5,548
70,5,554
71,5,604
72,5,576
73,5,1191
74,5,648
75,5,631
76,5,1091
77,5,659
78,5,641
79,5,921
80,5,654
81,5,678
82,5,705
83,5,661
84,5,680
85,5,765
86,5,768
87,5,908
88,5,766
89,5,737
90,5,790
91,5,768
92,5,791
93,5,808
94,5,860
95,5,861
96,5,845
97,5,869
98,5,903
99,5,919
100,5,909
101,5,915
102,5,974
103,5,1011
104,5,914
105,5,1010
106,5,1002
107,5,996
108,5,993
109,5,1028
110,5,1075
111,5,1013
112,5,1022
113,5,1076
114,5,1097
115,5,1116
116,5,1514
117,5,1152
118,5,1192
119,5,1178
120,5,1149
121,5,1170
122,5,1214
123,5,1401
124,5,1133
125,5,1215
126,5,1228
127,5,1211
128,5,1226
129,5,1224
130,5,1233
131,5,1296
132,5,1295
133,5,1341
134,5,1326
135,5,1318
136,5,1378
137,5,1394
138,5,1438
139,5,1452
140,5,1321
141,5,1504
142,5,1382
143,5,1481
144,5,1454
145,5,1541
146,5,1731
147,5,1498
148,5,1576
149,5,1954
150,5,1766
151,5,1562
152,5,1598
153,5,1650
154,5,1692
155,5,1666
156,5,1617
157,5,1660
158,5,1631
159,5,1661
160,5,1744
161,5,1727
162,5,1703
163,5,1831
164,5,1695
165,5,1708
166,5,2323
167,5,1831
168,5,2250
169,5,2008
170,5,1850
171,5,1876
172,5,1900
173,5,1818
174,5,1964
175,5,1956
176,5,1919
177,5,1997
178,5,2004
179,5,1921
180,5,2041
181,5,2094
182,5,2051
183,5,2074
184,5,2105
185,5,2545
186,5,2077
187,5,2080
188,5,2114
189,5,2226
190,5,2200
191,5,2196
192,5,2269
193,5,2178
194,5,2268
195,5,2178
196,5,2264
197,5,2334
198,5,2357
199,5,2269
200,5,2377
201,5,2462
202,5,3047
203,5,2494
204,5,2371
205,5,2376
206,5,2479
207,5,2723
208,5,2591
209,5,2677
210,5,2512
211,5,2542
212,5,2584
213,5,2552
214,5,2715
215,5,2893
216,5,2912
217,5,2572
218,5,2554
219,5,2734
220,5,2604
221,5,2779
222,5,2717
223,5,3285
224,5,2641
225,5,2716
226,5,2754
227,5,2789
228,5,3339
229,5,2932
230,5,2791
231,5,2923
232,5,2881
233,5,2936
234,5,2977
235,5,3060
236,5,2923
237,5,2962
238,5,3289
239,5,3199
240,5,2953
241,5,3180
242,5,3255
243,5,3156
244,5,3049
245,5,3054
246,5,3585
247,5,3152
248,5,3282
249,5,3249
250,5,3335
251,5,3244
252,5,3350
253,5,3648
254,5,3972
255,5,3433
256,5,3621
257,5,3350
258,5,3335
259,5,4083
260,5,3466
261,5,3811
262,5,3875
263,5,3476
264,5,3614
265,5,3727
266,5,3514
267,5,3600
268,5,3844
269,5,3994
270,5,3593
271,5,3690
272,5,3817
273,5,3598
274,5,3566
275,5,3780
276,5,3769
277,5,3675
278,5,4680
279,5,3818
280,5,4566
281,5,4178
282,5,3935
283,5,3982
284,5,4109
285,5,3918
286,5,4654
287,5,3937
288,5,3897
289,5,4015
290,5,3901
291,5,4029
292,5,3869
293,5,4100
294,5,4215
295,5,4146
296,5,4367
297,5,4410
298,5,4533
299,5,4368
300,5,4503
