Size(n),S,Key Comparisons,Time(ms),Time(s)
10,32,29,2.4911,0.0024911
20000,32,299647,3.8427,0.0038427
40000,32,638480,5.6167,0.0056167000000000005
60000,32,1108142,10.4476,0.010447600000000001
80000,32,1359235,6.8948,0.0068948
100000,32,1822107,9.6564,0.0096564
120000,32,2338098,13.8517,0.013851700000000002
140000,32,2426849,13.5283,0.0135283
160000,32,2876618,12.598799999999999,0.0125988
180000,32,3350684,14.1494,0.014149400000000001
200000,32,3850818,15.3767,0.0153767
220000,32,4370924,17.0881,0.017088100000000002
240000,32,4918691,18.7193,0.0187193
260000,32,5488908,20.2548,0.0202548
280000,32,5130713,23.1725,0.023172500000000002
300000,32,5597404,24.8199,0.024819900000000002
320000,32,6072858,25.058799999999998,0.025058800000000003
340000,32,6559322,23.8035,0.023803500000000002
360000,32,7058398,25.4205,0.025420500000000002
380000,32,7572609,27.264599999999998,0.027264600000000003
400000,32,8093949,28.9073,0.0289073
420000,32,8635908,31.811999999999998,0.031812
440000,32,9184623,31.562299999999997,0.0315623
460000,32,9750893,34.1855,0.0341855
480000,32,10316429,33.864599999999996,0.0338646
500000,32,10905176,35.355599999999995,0.0353556
520000,32,11504684,37.0484,0.0370484
540000,32,10420553,40.2407,0.040240700000000004
560000,32,10827678,43.985099999999996,0.043985100000000006
580000,32,11307416,43.4018,0.043401800000000004
600000,32,11792395,45.5502,0.045550200000000006
620000,32,12289285,48.2442,0.0482442
640000,32,12784379,50.3439,0.050343900000000004
660000,32,13288642,48.7808,0.048780800000000006
680000,32,13799227,50.717,0.050717000000000005
700000,32,14314186,52.568799999999996,0.052568800000000006
720000,32,14839670,55.1519,0.055151900000000004
740000,32,15371066,55.3917,0.0553917
760000,32,15900157,57.095,0.05709500000000001
780000,32,16445211,59.4073,0.0594073
800000,32,16991080,61.861,0.061861000000000006
820000,32,17549580,60.8564,0.060856400000000005
840000,32,18106859,62.6584,0.0626584
860000,32,18672479,66.4506,0.0664506
880000,32,19248526,65.27289999999999,0.06527290000000001
900000,32,19826258,67.6422,0.0676422
920000,32,20413386,69.96719999999999,0.06996720000000001
940000,32,21000687,72.5258,0.0725258
960000,32,21590606,71.7293,0.07172930000000001
980000,32,22199046,74.5797,0.0745797
1000000,32,22807281,74.5449,0.07454490000000001
1020000,32,23426390,76.2402,0.07624020000000001
1040000,32,24035447,80.5251,0.0805251
1060000,32,23441980,82.45439999999999,0.08245440000000001
1080000,32,21924631,86.8475,0.08684750000000001
1100000,32,22276943,85.6091,0.08560910000000001
1120000,32,22770238,90.0801,0.09008010000000001
1140000,32,23274591,90.42219999999999,0.09042220000000001
1160000,32,23779547,90.72449999999999,0.0907245
1180000,32,24274057,93.88029999999999,0.0938803
1200000,32,24790358,93.63329999999999,0.0936333
1220000,32,25295730,97.85419999999999,0.0978542
1240000,32,25808506,98.2633,0.09826330000000001
1260000,32,26330643,98.52669999999999,0.09852670000000001
1280000,32,26850778,102.642,0.10264200000000001
1300000,32,27371633,102.2897,0.10228970000000001
1320000,32,27891444,103.487,0.10348700000000001
1340000,32,28433917,105.83319999999999,0.1058332
1360000,32,28960252,106.8164,0.1068164
1380000,32,29496569,110.37989999999999,0.1103799
1400000,32,30029132,112.11359999999999,0.11211360000000001
1420000,32,30582311,111.7984,0.1117984
1440000,32,31111655,114.34129999999999,0.1143413
1460000,32,31668970,116.7281,0.1167281
1480000,32,32221281,116.312,0.11631200000000001
1500000,32,32765881,127.00229999999999,0.1270023
1520000,32,33328242,127.68889999999999,0.12768890000000002
1540000,32,33887371,121.205,0.12120500000000001
1560000,32,34452599,124.2897,0.1242897
1580000,32,35017260,125.0431,0.12504310000000002
1600000,32,35589444,127.80409999999999,0.1278041
1620000,32,36161534,128.77509999999998,0.1287751
1640000,32,36724375,128.93449999999999,0.1289345
1660000,32,37310518,131.86509999999998,0.1318651
1680000,32,37889374,135.1739,0.1351739
1700000,32,38481011,135.3303,0.13533030000000001
1720000,32,39064015,137.6757,0.1376757
1740000,32,39663356,139.06019999999998,0.1390602
1760000,32,40242359,143.1974,0.1431974
1780000,32,40852837,141.8576,0.1418576
1800000,32,41454452,142.691,0.142691
1820000,32,42060018,144.5171,0.1445171
1840000,32,42651235,153.97889999999998,0.1539789
1860000,32,43258267,149.5772,0.14957720000000002
1880000,32,43881066,150.505,0.150505
1900000,32,44492753,152.858,0.15285800000000002
1920000,32,45109590,154.26139999999998,0.15426140000000002
1940000,32,45730529,154.99339999999998,0.1549934
1960000,32,46367177,160.28189999999998,0.1602819
1980000,32,46989967,158.218,0.158218
2000000,32,47627299,158.9423,0.1589423
2020000,32,48254775,165.8138,0.1658138
2040000,32,48882205,167.106,0.167106
2060000,32,49517372,173.4213,0.1734213
2080000,32,50175104,170.7459,0.1707459
2100000,32,50494111,175.5715,0.17557150000000002
2120000,32,49003178,176.451,0.17645100000000002
2140000,32,47497928,179.82659999999998,0.1798266
2160000,32,45994290,183.18869999999998,0.1831887
2180000,32,46248519,182.20759999999999,0.18220760000000003
2200000,32,46758181,200.1318,0.20013180000000003
2220000,32,47266463,185.42929999999998,0.18542930000000002
2240000,32,47779709,187.5957,0.1875957
2260000,32,48309086,188.2326,0.1882326
2280000,32,48821073,192.1336,0.19213360000000002
2300000,32,49344474,192.9689,0.1929689
2320000,32,49863646,195.9819,0.19598190000000001
2340000,32,50386429,196.6636,0.19666360000000002
2360000,32,50914877,197.97799999999998,0.19797800000000002
2380000,32,51441577,198.93169999999998,0.19893170000000002
2400000,32,51976167,200.1957,0.2001957
2420000,32,52503172,204.6369,0.2046369
2440000,32,53037271,205.2842,0.2052842
2460000,32,53571577,205.75809999999998,0.2057581
2480000,32,54103458,209.785,0.209785
2500000,32,54638128,209.3811,0.20938110000000001
2520000,32,55170705,210.5237,0.2105237
2540000,32,55720429,214.7397,0.2147397
2560000,32,56269973,216.1899,0.21618990000000002
2580000,32,56798240,216.95999999999998,0.21696000000000001
2600000,32,57338203,218.57209999999998,0.21857210000000002
2620000,32,57882639,219.67849999999999,0.21967850000000003
2640000,32,58425581,221.1076,0.22110760000000002
2660000,32,58977056,224.1139,0.2241139
2680000,32,59541444,227.2003,0.22720030000000002
2700000,32,60078900,225.2876,0.2252876
2720000,32,60644744,226.42749999999998,0.2264275
2740000,32,61186342,228.54979999999998,0.22854980000000003
2760000,32,61742609,230.0779,0.2300779
2780000,32,62301232,231.22359999999998,0.2312236
2800000,32,62870804,233.1473,0.2331473
2820000,32,63432818,236.6992,0.23669920000000003
2840000,32,63987828,237.38909999999998,0.23738910000000002
2860000,32,64536696,239.34009999999998,0.23934010000000003
2880000,32,65115501,241.3875,0.2413875
2900000,32,65683579,241.8868,0.2418868
2920000,32,66247402,245.66459999999998,0.2456646
2940000,32,66819182,250.51389999999998,0.2505139
2960000,32,67395622,247.3716,0.24737160000000002
2980000,32,67975404,251.3218,0.25132180000000004
3000000,32,68538637,252.355,0.252355
3020000,32,69109075,253.38799999999998,0.253388
3040000,32,69703178,254.47639999999998,0.2544764
3060000,32,70272993,259.6166,0.25961660000000003
3080000,32,70859058,261.3565,0.2613565
3100000,32,71446489,260.18379999999996,0.2601838
3120000,32,72037556,262.6717,0.2626717
3140000,32,72598791,292.0287,0.29202870000000003
3160000,32,73196956,274.2452,0.2742452
3180000,32,73781253,274.0618,0.2740618
3200000,32,74387016,269.6672,0.2696672
3220000,32,74976316,274.0309,0.2740309
3240000,32,75563728,273.39689999999996,0.2733969
3260000,32,76143417,276.8734,0.2768734
3280000,32,76737208,276.3827,0.27638270000000004
3300000,32,77341886,279.2664,0.2792664
3320000,32,77940265,290.6312,0.29063120000000003
3340000,32,78551982,281.0677,0.28106770000000003
3360000,32,79157956,292.327,0.292327
3380000,32,79748774,283.418,0.283418
3400000,32,80345641,286.36019999999996,0.2863602
3420000,32,80952211,286.837,0.286837
3440000,32,81574596,289.9969,0.2899969
3460000,32,82178556,290.6302,0.2906302
3480000,32,82793368,291.25059999999996,0.2912506
3500000,32,83415512,294.726,0.29472600000000004
3520000,32,84031431,295.25919999999996,0.2952592
3540000,32,84638479,296.46299999999997,0.29646300000000003
3560000,32,85254264,298.1646,0.2981646
3580000,32,85879255,299.8846,0.2998846
3600000,32,86503715,301.1304,0.3011304
3620000,32,87123064,303.71909999999997,0.3037191
3640000,32,87747109,305.36289999999997,0.3053629
3660000,32,88357674,306.3639,0.3063639
3680000,32,88994162,310.7636,0.31076360000000003
3700000,32,89612325,311.5727,0.31157270000000004
3720000,32,90256022,313.6759,0.3136759
3740000,32,90894180,317.9923,0.3179923
3760000,32,91511035,317.0047,0.31700470000000003
3780000,32,92154939,318.9846,0.3189846
3800000,32,92760661,323.7124,0.3237124
3820000,32,93402761,337.7172,0.3377172
3840000,32,94059325,325.6867,0.3256867
3860000,32,94691432,333.2211,0.33322110000000005
3880000,32,95357155,337.5236,0.33752360000000003
3900000,32,96007700,332.2088,0.3322088
3920000,32,96640762,334.4978,0.3344978
3940000,32,97268652,341.1492,0.34114920000000004
3960000,32,97927385,335.0293,0.33502930000000003
3980000,32,98574393,335.3908,0.33539080000000004
4000000,32,99237918,337.54749999999996,0.3375475
4020000,32,99885157,338.7299,0.33872990000000003
4040000,32,100522329,342.93719999999996,0.3429372
4060000,32,101200287,340.8691,0.34086910000000004
4080000,32,101856781,342.6713,0.3426713
4100000,32,102504823,345.43829999999997,0.34543830000000003
4120000,32,103167608,348.4968,0.3484968
4140000,32,103818610,360.106,0.36010600000000004
4160000,32,104505059,351.20529999999997,0.3512053
4180000,32,105137166,351.1479,0.3511479
4200000,32,105193784,357.1318,0.3571318
4220000,32,103731875,361.43309999999997,0.3614331
4240000,32,102259013,363.63399999999996,0.363634
4260000,32,100756923,375.05719999999997,0.37505720000000004
4280000,32,99282198,375.09409999999997,0.37509410000000004
4300000,32,97803338,376.42179999999996,0.37642180000000003
4320000,32,96320908,378.3579,0.3783579
4340000,32,96316984,382.30699999999996,0.382307
4360000,32,96842568,383.6585,0.3836585
4380000,32,97375734,386.1871,0.3861871
4400000,32,97908622,385.4131,0.3854131
4420000,32,98439689,397.0073,0.3970073
4440000,32,98975288,388.1731,0.38817310000000005
4460000,32,99500921,391.9557,0.3919557
4480000,32,100041237,400.4462,0.40044620000000003
4500000,32,100592316,400.5005,0.40050050000000004
4520000,32,101142212,395.7946,0.39579460000000005
4540000,32,101663721,397.1782,0.39717820000000004
4560000,32,102209578,400.9684,0.4009684
4580000,32,102743810,400.3927,0.40039270000000005
4600000,32,103288228,402.6613,0.4026613
4620000,32,103826824,404.11109999999996,0.4041111
4640000,32,104372439,405.70509999999996,0.40570510000000004
4660000,32,104911940,406.4574,0.4064574
4680000,32,105460180,411.1307,0.4111307
4700000,32,106005742,409.9512,0.4099512
4720000,32,106540565,410.38489999999996,0.41038490000000005
4740000,32,107091435,413.5608,0.4135608
4760000,32,107635934,416.9912,0.4169912
4780000,32,108193118,422.907,0.42290700000000003
4800000,32,108758834,425.14189999999996,0.4251419
4820000,32,109310987,427.0542,0.42705420000000005
4840000,32,109860383,431.9575,0.43195750000000005
4860000,32,110406138,430.81809999999996,0.43081810000000004
4880000,32,110949299,432.02619999999996,0.4320262
4900000,32,111501734,442.18059999999997,0.44218060000000003
4920000,32,112048360,431.53299999999996,0.431533
4940000,32,112605292,431.5591,0.43155910000000003
4960000,32,113161080,435.402,0.435402
4980000,32,113703956,449.11269999999996,0.44911270000000003
5000000,32,114263386,459.3526,0.45935260000000006
5020000,32,114839298,444.078,0.44407800000000003
5040000,32,115391850,445.23539999999997,0.4452354
5060000,32,115951293,457.5238,0.45752380000000004
5080000,32,116502167,447.5506,0.4475506
5100000,32,117086266,446.0917,0.44609170000000004
5120000,32,117627466,451.109,0.45110900000000004
5140000,32,118197821,449.6987,0.4496987
5160000,32,118765819,450.4161,0.45041610000000004
5180000,32,119324034,452.8358,0.4528358
5200000,32,119881406,452.8682,0.45286820000000005
5220000,32,120442124,461.12829999999997,0.46112830000000005
5240000,32,120996664,456.6201,0.45662010000000003
5260000,32,121594641,458.72369999999995,0.4587237
5280000,32,122157646,467.7743,0.46777430000000003
5300000,32,122722316,465.9314,0.46593140000000005
5320000,32,123302264,467.6459,0.4676459
5340000,32,123854448,467.91249999999997,0.4679125
5360000,32,124431405,470.7448,0.4707448
5380000,32,124994663,471.94939999999997,0.4719494
5400000,32,125574985,474.5243,0.4745243
5420000,32,126148058,475.611,0.475611
5440000,32,126722408,479.2073,0.4792073
5460000,32,127297768,486.777,0.486777
5480000,32,127867634,481.8358,0.48183580000000004
5500000,32,128427162,481.16949999999997,0.4811695
5520000,32,129012458,481.4808,0.48148080000000004
5540000,32,129590105,487.2482,0.4872482
5560000,32,130175511,487.20079999999996,0.48720080000000004
5580000,32,130749638,492.69829999999996,0.49269830000000003
5600000,32,131331958,493.44309999999996,0.4934431
5620000,32,131916913,493.8712,0.4938712
5640000,32,132501224,495.21529999999996,0.4952153
5660000,32,133085458,497.19239999999996,0.49719240000000003
5680000,32,133658038,496.3522,0.4963522
5700000,32,134234606,511.9722,0.5119722
5720000,32,134837829,522.7637,0.5227637
5740000,32,135420035,518.8023999999999,0.5188024
5760000,32,135971357,508.4719,0.5084719
5780000,32,136580989,511.6404,0.5116404
5800000,32,137176793,510.28929999999997,0.5102893000000001
5820000,32,137752149,531.4343,0.5314343
5840000,32,138358321,533.0312,0.5330312
5860000,32,138943466,516.5763,0.5165763
5880000,32,139536791,524.9158,0.5249158
5900000,32,140137666,519.0934,0.5190934
5920000,32,140725496,520.4200999999999,0.5204201
5940000,32,141304160,522.8459,0.5228459000000001
5960000,32,141902885,522.3879999999999,0.5223880000000001
5980000,32,142492742,524.889,0.524889
6000000,32,143067198,526.6958999999999,0.5266959
6020000,32,143677350,529.4322,0.5294322
6040000,32,144282075,529.8734,0.5298734
6060000,32,144877952,533.1668,0.5331668
6080000,32,145477981,533.7268,0.5337268000000001
6100000,32,146055992,536.8184,0.5368184
6120000,32,146679907,537.8408999999999,0.5378409000000001
6140000,32,147276381,539.7316,0.5397316000000001
6160000,32,147885541,541.1754,0.5411754000000001
6180000,32,148460741,542.0087,0.5420087
6200000,32,149070062,544.7866,0.5447866
6220000,32,149677752,544.8406,0.5448406
6240000,32,150282030,544.9376,0.5449376
6260000,32,150891289,548.2242,0.5482242
6280000,32,151506122,548.318,0.5483180000000001
6300000,32,152095031,551.4748,0.5514748
6320000,32,152709090,553.6976,0.5536976
6340000,32,153322977,553.7665999999999,0.5537666
6360000,32,153913646,556.1087,0.5561087
6380000,32,154555208,558.5731,0.5585731
6400000,32,155129755,561.7261,0.5617261
6420000,32,155769144,563.7995999999999,0.5637996000000001
6440000,32,156365302,566.3782,0.5663782
6460000,32,156997315,568.3702,0.5683702
6480000,32,157597492,570.269,0.570269
6500000,32,158218797,571.7794,0.5717794
6520000,32,158821031,574.7094,0.5747094
6540000,32,159447641,573.6517,0.5736517
6560000,32,160043222,579.4837,0.5794837
6580000,32,160670035,576.4440999999999,0.5764441
6600000,32,161294714,579.9472999999999,0.5799473
6620000,32,161910741,579.24,0.5792400000000001
6640000,32,162525878,595.3511,0.5953511
6660000,32,163164479,585.7409,0.5857409
6680000,32,163763356,586.9957999999999,0.5869958000000001
6700000,32,164405708,589.2343,0.5892343
6720000,32,165029900,589.9649,0.5899649
6740000,32,165666305,591.9067,0.5919067
6760000,32,166251334,594.3296,0.5943296
6780000,32,166894224,597.9422,0.5979422000000001
6800000,32,167491672,597.874,0.597874
6820000,32,168128543,598.185,0.5981850000000001
6840000,32,168770558,600.8707999999999,0.6008708
6860000,32,169401736,606.8276,0.6068276
6880000,32,170029800,606.491,0.606491
6900000,32,170674853,606.9214,0.6069214
6920000,32,171295285,608.4494,0.6084494
6940000,32,171921663,608.3367999999999,0.6083368
6960000,32,172546241,615.1594,0.6151594
6980000,32,173170983,615.9838,0.6159838000000001
7000000,32,173797173,615.6703,0.6156703
7020000,32,174449776,616.5688,0.6165688
7040000,32,175083899,619.3951,0.6193951000000001
7060000,32,175709803,623.8089,0.6238089
7080000,32,176324947,622.5761,0.6225761000000001
7100000,32,177040631,625.7903,0.6257903
7120000,32,177617366,627.1481,0.6271481
7140000,32,178270727,627.7459,0.6277459000000001
7160000,32,178923317,628.6924,0.6286924
7180000,32,179558099,631.4049,0.6314049
7200000,32,180200165,636.3393,0.6363393
7220000,32,180853790,654.0884,0.6540884
7240000,32,181478060,642.2405,0.6422405
7260000,32,182121052,658.2579999999999,0.658258
7280000,32,182774198,660.5615,0.6605615
7300000,32,183405727,642.2572,0.6422572000000001
7320000,32,184057344,644.723,0.644723
7340000,32,184708714,650.9938,0.6509938000000001
7360000,32,185349321,649.8851,0.6498851
7380000,32,186004534,651.9843,0.6519843000000001
7400000,32,186619838,651.7658,0.6517658000000001
7420000,32,187305868,658.1025,0.6581025
7440000,32,187937001,658.1508,0.6581508
7460000,32,188603246,664.5557,0.6645557000000001
7480000,32,189248205,662.696,0.6626960000000001
7500000,32,189901940,661.9083999999999,0.6619084000000001
7520000,32,190552383,662.4715,0.6624715
7540000,32,191207092,663.4680999999999,0.6634681
7560000,32,191840643,665.7961,0.6657961
7580000,32,192504759,670.5571,0.6705571
7600000,32,193158850,695.4182,0.6954182000000001
7620000,32,193835002,671.8931,0.6718931
7640000,32,194486845,682.5778,0.6825778
7660000,32,195158697,696.1719999999999,0.696172
7680000,32,195832264,715.4276,0.7154276
7700000,32,196453291,696.9783,0.6969783
7720000,32,197126526,694.1351,0.6941351
7740000,32,197776592,694.3584999999999,0.6943585
7760000,32,198445568,694.0831999999999,0.6940832
7780000,32,199113403,692.4037999999999,0.6924038
7800000,32,199783268,692.0535,0.6920535
7820000,32,200456325,690.6361999999999,0.6906362
7840000,32,201089266,690.9794999999999,0.6909795000000001
7860000,32,201769291,692.2826,0.6922826000000001
7880000,32,202432091,694.6997,0.6946997
7900000,32,203095989,701.9303,0.7019303
7920000,32,203770873,697.8278,0.6978278
7940000,32,204446676,701.5425,0.7015425000000001
7960000,32,205145285,712.1056,0.7121056
7980000,32,205795154,705.7140999999999,0.7057141
8000000,32,206464080,707.3116,0.7073116
8020000,32,207123789,714.3924999999999,0.7143925000000001
8040000,32,207791538,715.8987999999999,0.7158988000000001
8060000,32,208500249,736.5291,0.7365291
8080000,32,209146698,713.0070999999999,0.7130071
8100000,32,209830857,716.4921999999999,0.7164922
8120000,32,210477435,714.3008,0.7143008000000001
8140000,32,211136007,718.0119,0.7180119
8160000,32,211861424,722.5815,0.7225815000000001
8180000,32,212541167,739.6871,0.7396871
8200000,32,213239730,731.3523,0.7313523000000001
8220000,32,213877816,730.824,0.730824
8240000,32,214592177,747.828,0.747828
8260000,32,215281302,736.1261,0.7361261
8280000,32,215938322,735.7388,0.7357388
8300000,32,216664640,741.0385,0.7410385
8320000,32,217300900,737.9998999999999,0.7379999
8340000,32,217995848,738.8627,0.7388627000000001
8360000,32,218679443,752.2755999999999,0.7522756
8380000,32,219310702,760.2491,0.7602491
8400000,32,218798051,759.7937999999999,0.7597938000000001
8420000,32,217368338,774.4616,0.7744616000000001
8440000,32,215901413,772.4825,0.7724825000000001
8460000,32,214447821,781.2896999999999,0.7812897000000001
8480000,32,212968331,786.8910999999999,0.7868911000000001
8500000,32,211501288,797.7857,0.7977857
8520000,32,210042481,795.9187999999999,0.7959188
8540000,32,208593557,792.3072999999999,0.7923073
8560000,32,207110012,822.1695,0.8221695
8580000,32,205669699,996.1491,0.9961491
8600000,32,204219929,801.7824999999999,0.8017825000000001
8620000,32,202748623,801.2559,0.8012559
8640000,32,201273906,811.6178,0.8116178000000001
8660000,32,200759303,817.6551,0.8176551000000001
8680000,32,201325658,801.3204,0.8013204
8700000,32,201847176,819.637,0.8196370000000001
8720000,32,202406901,809.1953,0.8091953000000001
