Size(n),S,Key Comparisons,Time(ms),Time(s)
10,32,27,0.0024371
20000,32,299103,0.0039598
40000,32,637307,0.0060483
60000,32,1107571,0.009721
80000,32,1357874,0.0073214000000000005
100000,32,1823808,0.0107442
120000,32,2339535,0.014092100000000002
140000,32,2426028,0.0132905
160000,32,2876071,0.010755500000000001
180000,32,3349883,0.013648500000000001
200000,32,3850209,0.015527800000000001
220000,32,4373332,0.0169044
240000,32,4917084,0.018770500000000002
260000,32,5483711,0.020297000000000003
280000,32,5132073,0.0231028
300000,32,5594773,0.024867700000000003
320000,32,6071663,0.026527600000000002
340000,32,6555107,0.0238678
360000,32,7065464,0.025241800000000002
380000,32,7571604,0.027533000000000002
400000,32,8098169,0.0287414
420000,32,8634579,0.029978800000000003
440000,32,9180406,0.0318693
460000,32,9743365,0.0343562
480000,32,10318051,0.033910800000000005
500000,32,10909408,0.0350974
520000,32,11509080,0.0370129
540000,32,10424127,0.0399592
560000,32,10822957,0.0441191
580000,32,11306317,0.043394600000000005
600000,32,11792651,0.045023200000000006
620000,32,12281719,0.0482852
640000,32,12783201,0.049319100000000005
660000,32,13284977,0.052400100000000005
680000,32,13793591,0.0504584
700000,32,14319392,0.052230000000000006
720000,32,14839380,0.053480900000000005
740000,32,15371015,0.05694660000000001
760000,32,15902089,0.056401700000000006
780000,32,16444307,0.0582205
800000,32,16987231,0.060572100000000004
820000,32,17546449,0.060949500000000004
840000,32,18107585,0.062432600000000005
860000,32,18675669,0.0645024
880000,32,19242016,0.06684820000000001
900000,32,19821614,0.0671139
920000,32,20406785,0.06831570000000001
940000,32,21002208,0.0720919
960000,32,21590047,0.07154250000000001
980000,32,22201840,0.0730354
1000000,32,22806226,0.07562440000000001
1020000,32,23404825,0.0775975
1040000,32,24039964,0.07967310000000001
1060000,32,23435831,0.08205130000000001
1080000,32,21924417,0.0857874
1100000,32,22277367,0.0864604
1120000,32,22773762,0.0884133
1140000,32,23275091,0.0887552
1160000,32,23773706,0.09209600000000001
1180000,32,24272261,0.09160660000000001
1200000,32,24786077,0.09579670000000001
1220000,32,25299975,0.09511030000000001
1240000,32,25812570,0.09712090000000001
1260000,32,26325785,0.09854990000000001
1280000,32,26851426,0.10161640000000001
1300000,32,27363683,0.1013869
1320000,32,27892800,0.10378340000000001
1340000,32,28428382,0.10478910000000001
1360000,32,28963590,0.10670020000000001
1380000,32,29492828,0.10716200000000001
1400000,32,30034673,0.10990000000000001
1420000,32,30572808,0.11037400000000001
1440000,32,31115432,0.11332260000000001
1460000,32,31662065,0.11557360000000001
1480000,32,32225050,0.11621780000000001
1500000,32,32771372,0.11851830000000001
1520000,32,33334318,0.1196857
1540000,32,33883923,0.12323360000000001
1560000,32,34446885,0.12220890000000001
1580000,32,35019272,0.12369970000000001
1600000,32,35590105,0.1252789
1620000,32,36160597,0.12730550000000002
1640000,32,36734484,0.12836640000000002
1660000,32,37316610,0.12985000000000002
1680000,32,37894453,0.13295500000000002
1700000,32,38468903,0.1327421
1720000,32,39067439,0.13519720000000002
1740000,32,39658531,0.13765280000000002
1760000,32,40250950,0.1370363
1780000,32,40851903,0.1409564
1800000,32,41447258,0.1418566
1820000,32,42053240,0.1431579
1840000,32,42655859,0.1458537
1860000,32,43274366,0.14785220000000002
1880000,32,43891281,0.14888980000000002
1900000,32,44490366,0.1488858
1920000,32,45121495,0.1518828
1940000,32,45731031,0.1543914
1960000,32,46366440,0.1546307
1980000,32,46966726,0.15601620000000002
2000000,32,47619831,0.1581691
2020000,32,48244544,0.1616171
2040000,32,48866725,0.1611528
2060000,32,49531634,0.16279180000000001
2080000,32,50172876,0.1665027
2100000,32,50507338,0.1677231
2120000,32,49001067,0.1715681
2140000,32,47493296,0.17663310000000002
2160000,32,46009666,0.1802465
2180000,32,46242110,0.17980800000000002
2200000,32,46749420,0.18690980000000001
2220000,32,47265100,0.1895829
2240000,32,47781168,0.18451720000000002
2260000,32,48306230,0.18789340000000002
2280000,32,48836904,0.1883399
2300000,32,49344947,0.19042620000000002
2320000,32,49864698,0.19543400000000002
2340000,32,50395158,0.1974612
2360000,32,50914838,0.2002105
2380000,32,51445496,0.19793670000000002
2400000,32,51967664,0.2008626
2420000,32,52494011,0.19961330000000002
2440000,32,53035362,0.203775
2460000,32,53568902,0.20658520000000002
2480000,32,54091855,0.20740550000000002
2500000,32,54627696,0.20879730000000002
2520000,32,55178645,0.2073317
2540000,32,55714610,0.21029530000000002
2560000,32,56260670,0.21322310000000003
2580000,32,56791579,0.2171095
2600000,32,57333867,0.21406730000000002
2620000,32,57881369,0.2189425
2640000,32,58431528,0.22239640000000002
2660000,32,58978592,0.2197715
2680000,32,59537325,0.22318870000000002
2700000,32,60087520,0.2227801
2720000,32,60640454,0.22635660000000002
2740000,32,61195989,0.22713000000000003
2760000,32,61750448,0.22848710000000003
2780000,32,62311586,0.231912
2800000,32,62860540,0.2338752
2820000,32,63432599,0.23502830000000002
2840000,32,63983537,0.2367641
2860000,32,64563852,0.23843060000000002
2880000,32,65115757,0.23839100000000002
2900000,32,65679056,0.2425815
2920000,32,66252235,0.24347900000000003
2940000,32,66828426,0.24494390000000002
2960000,32,67400558,0.24558850000000002
2980000,32,67973877,0.24859160000000002
3000000,32,68542397,0.250577
3020000,32,69113660,0.2506879
3040000,32,69692979,0.25309360000000003
3060000,32,70273816,0.2560807
3080000,32,70867278,0.25570160000000003
3100000,32,71434188,0.2574886
3120000,32,72028202,0.2599087
3140000,32,72609833,0.2778314
3160000,32,73195285,0.2640267
3180000,32,73776719,0.2656967
