Vertices,Density,Time taken(ms)
1,100,17
2,100,30
3,100,44
4,100,59
5,100,86
6,100,96
7,100,114
8,100,127
9,100,147
10,100,183
11,100,192
12,100,386
13,100,228
14,100,251
15,100,267
16,100,298
17,100,1805
18,100,362
19,100,358
20,100,1469
21,100,459
22,100,455
23,100,495
24,100,483
25,100,1537
26,100,552
27,100,618
28,100,600
29,100,647
30,100,682
31,100,728
32,100,755
33,100,828
34,100,833
35,100,1595
36,100,991
37,100,1417
38,100,997
39,100,1017
40,100,1019
41,100,1098
42,100,1346
43,100,1199
44,100,1240
45,100,1267
46,100,1322
47,100,1385
48,100,1358
49,100,1371
50,100,1448
51,100,1699
52,100,1568
53,100,1595
54,100,1661
55,100,1805
56,100,1781
57,100,1855
58,100,1814
59,100,2097
60,100,2078
61,100,1988
62,100,2006
63,100,2071
64,100,2252
65,100,2880
66,100,2417
67,100,2351
68,100,2351
69,100,2400
70,100,2554
71,100,2561
72,100,2784
73,100,2721
74,100,2802
75,100,2816
76,100,2840
77,100,2893
78,100,3437
79,100,3682
80,100,3273
81,100,3898
82,100,3898
83,100,3576
84,100,3522
85,100,3541
86,100,3699
87,100,3699
88,100,3970
89,100,3790
90,100,3830
91,100,4013
92,100,4046
93,100,4172
94,100,4397
95,100,4912
96,100,4205
97,100,4929
98,100,4935
99,100,5178
100,100,4737
101,100,4947
102,100,5813
103,100,5304
104,100,5217
105,100,5112
106,100,5280
107,100,5050
108,100,5421
109,100,5418
110,100,5883
111,100,5614
112,100,5626
113,100,5491
114,100,6786
115,100,6553
116,100,6070
117,100,5930
118,100,6220
119,100,6135
120,100,6017
121,100,6373
122,100,6013
123,100,6350
124,100,7281
125,100,6687
126,100,7392
127,100,6668
128,100,6954
129,100,7929
130,100,7665
131,100,7035
132,100,7255
133,100,7622
134,100,7572
135,100,7309
136,100,7761
137,100,7356
138,100,7492
139,100,7355
140,100,8173
141,100,8533
142,100,7934
143,100,8035
144,100,7627
145,100,8244
146,100,8159
147,100,8507
148,100,8977
149,100,9159
150,100,9212
151,100,8820
152,100,8750
153,100,8659
154,100,8818
155,100,9168
156,100,8857
157,100,8710
158,100,9878
159,100,9117
160,100,11042
161,100,10190
162,100,11488
163,100,9849
164,100,10305
165,100,9794
166,100,9831
167,100,9875
168,100,10375
169,100,10122
170,100,9879
171,100,10763
172,100,11615
173,100,10409
174,100,11830
175,100,10764
176,100,11033
177,100,11867
178,100,11050
179,100,11067
180,100,11753
181,100,11132
182,100,11760
183,100,12079
184,100,12021
185,100,11617
186,100,11976
187,100,12278
188,100,12251
189,100,12514
190,100,12828
191,100,11736
192,100,13214
193,100,12656
194,100,12596
195,100,12187
196,100,12518
197,100,12337
198,100,13801
