Vertices,Density,Time taken(ms)
1,50,17
2,50,31
3,50,45
4,50,62
5,50,91
6,50,119
7,50,115
8,50,129
9,50,149
10,50,169
11,50,194
12,50,233
13,50,240
14,50,267
15,50,268
16,50,289
17,50,1638
18,50,367
19,50,348
20,50,443
21,50,490
22,50,470
23,50,1346
24,50,517
25,50,663
26,50,564
27,50,600
28,50,615
29,50,649
30,50,701
31,50,729
32,50,909
33,50,856
34,50,802
35,50,912
36,50,923
37,50,945
38,50,1081
39,50,1055
40,50,2109
41,50,1273
42,50,1147
43,50,1791
44,50,1701
45,50,1261
46,50,1333
47,50,1635
48,50,1433
49,50,1468
50,50,1513
51,50,1531
52,50,1656
53,50,1590
54,50,1685
55,50,1681
56,50,1788
57,50,1676
58,50,1756
59,50,1829
60,50,1837
61,50,2168
62,50,1964
63,50,2105
64,50,2158
65,50,2136
66,50,2113
67,50,2255
68,50,2223
69,50,2523
70,50,2240
71,50,2312
72,50,2425
73,50,2449
74,50,2600
75,50,2516
76,50,2772
77,50,2939
78,50,3132
79,50,2766
80,50,2824
81,50,2797
82,50,3079
83,50,3013
84,50,3032
85,50,3128
86,50,3088
87,50,2963
88,50,3174
89,50,3507
90,50,3332
91,50,3299
92,50,3459
93,50,3582
94,50,3512
95,50,3298
96,50,3369
97,50,3492
98,50,3817
99,50,3993
100,50,4049
101,50,3981
102,50,3724
103,50,4122
104,50,3958
105,50,4074
106,50,4955
107,50,5047
108,50,5160
109,50,4879
110,50,4238
111,50,4517
112,50,4545
113,50,4420
114,50,4488
115,50,4961
116,50,4938
117,50,4492
118,50,4685
119,50,4772
120,50,4847
121,50,4883
122,50,4843
123,50,4866
124,50,4987
125,50,5194
126,50,5208
127,50,5838
128,50,5566
129,50,6379
130,50,5392
131,50,5413
132,50,5607
133,50,5710
134,50,5641
135,50,5862
136,50,5777
137,50,5840
138,50,6241
139,50,5934
140,50,6232
141,50,6636
142,50,6540
143,50,6892
144,50,6197
145,50,6599
146,50,6324
147,50,6874
148,50,6626
149,50,6686
150,50,6912
151,50,6686
152,50,8190
153,50,7279
154,50,8013
155,50,7024
156,50,7320
157,50,7488
158,50,7734
159,50,7837
160,50,7674
161,50,7425
162,50,7375
163,50,8320
164,50,7535
165,50,8224
166,50,7961
167,50,7868
168,50,8054
169,50,8381
170,50,7919
171,50,8745
172,50,8319
173,50,8296
174,50,8538
175,50,8490
176,50,9201
177,50,8446
178,50,9340
179,50,9108
180,50,8974
181,50,10005
182,50,9058
183,50,9310
184,50,9033
185,50,8957
186,50,9370
187,50,9661
188,50,10303
189,50,9490
190,50,9724
191,50,10634
192,50,9737
193,50,9876
194,50,9914
195,50,9622
196,50,9903
197,50,10056
198,50,10459
199,50,10672
200,50,10346
201,50,10550
202,50,10373
203,50,10792
204,50,10854
205,50,10463
206,50,11000
207,50,11511
208,50,11371
209,50,11498
210,50,12186
211,50,11038
212,50,11394
213,50,11755
214,50,11795
215,50,11235
216,50,11781
217,50,13121
218,50,12143
219,50,11970
220,50,12172
221,50,12027
222,50,12402
223,50,11910
224,50,13610
225,50,12893
226,50,12209
227,50,13737
228,50,12807
229,50,13504
230,50,13321
231,50,12656
232,50,12263
233,50,12920
234,50,14117
235,50,14574
236,50,13174
237,50,13737
238,50,15334
239,50,15018
240,50,15474
241,50,14701
242,50,13624
243,50,14081
244,50,14588
245,50,14985
246,50,15189
247,50,14010
248,50,15056
249,50,15446
250,50,15340
251,50,15651
252,50,14694
253,50,15256
254,50,14948
255,50,15372
256,50,16204
257,50,15716
258,50,16109
259,50,16379
260,50,16189
261,50,18962
262,50,15797
263,50,17842
264,50,16712
265,50,16920
266,50,16971
267,50,16156
268,50,16897
269,50,17309
270,50,20375
271,50,17265
272,50,18354
273,50,16668
274,50,18114
275,50,16698
276,50,16472
277,50,18314
278,50,18716
279,50,18961
280,50,18121
281,50,17915
282,50,17103
283,50,19241
284,50,17971
285,50,19082
286,50,18449
287,50,19612
288,50,18258
289,50,18366
290,50,19252
291,50,18510
292,50,18411
293,50,20433
294,50,19251
295,50,19637
296,50,20799
297,50,19609
298,50,20568
299,50,19409
300,50,20701
