Vertices,Density,Time taken(ms)
1,10,3
2,10,8
3,10,13
4,10,21
5,10,28
6,10,32
7,10,40
8,10,49
9,10,56
10,10,67
11,10,78
12,10,92
13,10,105
14,10,112
15,10,123
16,10,129
17,10,121
18,10,145
19,10,157
20,10,177
21,10,173
22,10,191
23,10,206
24,10,209
25,10,243
26,10,240
27,10,251
28,10,273
29,10,289
30,10,291
31,10,296
32,10,346
33,10,338
34,10,345
35,10,380
36,10,378
37,10,393
38,10,406
39,10,414
40,10,474
41,10,455
42,10,544
43,10,505
44,10,511
45,10,577
46,10,540
47,10,577
48,10,567
49,10,634
50,10,631
51,10,651
52,10,693
53,10,657
54,10,702
55,10,735
56,10,720
57,10,796
58,10,852
59,10,838
60,10,820
61,10,859
62,10,892
63,10,908
64,10,886
65,10,946
66,10,1018
67,10,1049
68,10,2115
69,10,1041
70,10,1985
71,10,1093
72,10,1119
73,10,1819
74,10,1166
75,10,1188
76,10,1213
77,10,1832
78,10,1264
79,10,1408
80,10,1332
81,10,1351
82,10,1401
83,10,1426
84,10,1451
85,10,1448
86,10,1526
87,10,1536
88,10,1605
89,10,1560
90,10,1653
91,10,1709
92,10,1686
93,10,1741
94,10,1782
95,10,1842
96,10,1826
97,10,1883
98,10,1895
99,10,1913
100,10,1970
101,10,1967
102,10,2024
103,10,2094
104,10,2132
105,10,2159
106,10,2181
107,10,2268
108,10,2201
109,10,2282
110,10,2299
111,10,2942
112,10,2523
113,10,2557
114,10,2486
115,10,2559
116,10,2633
117,10,2783
118,10,3264
119,10,2795
120,10,2879
121,10,2758
122,10,2810
123,10,2882
124,10,3433
125,10,2977
126,10,3341
127,10,3121
128,10,3098
129,10,3140
130,10,3146
131,10,3198
132,10,3264
133,10,3200
134,10,3366
135,10,3326
136,10,3322
137,10,3381
138,10,3442
139,10,3490
140,10,3511
141,10,3638
142,10,3728
143,10,3667
144,10,3932
145,10,3832
146,10,3867
147,10,3855
148,10,3922
149,10,3947
150,10,4041
151,10,4186
152,10,4695
153,10,4281
154,10,4288
155,10,4759
156,10,4407
157,10,4512
158,10,4534
159,10,4766
160,10,4589
161,10,4789
162,10,4643
163,10,4583
164,10,5183
165,10,4705
166,10,4833
167,10,4817
168,10,5462
169,10,5032
170,10,4992
171,10,5085
172,10,6155
173,10,6050
174,10,5719
175,10,5672
176,10,6171
177,10,6285
178,10,6642
179,10,5637
180,10,5933
181,10,5565
182,10,5756
183,10,6018
184,10,6019
185,10,5925
186,10,6044
187,10,6446
188,10,6051
189,10,6194
190,10,6791
191,10,6595
192,10,7152
193,10,7125
194,10,6350
195,10,7254
196,10,7095
197,10,7415
198,10,7458
199,10,6911
200,10,7259
201,10,7036
202,10,6892
203,10,8052
204,10,7763
205,10,8146
206,10,7439
207,10,7851
208,10,8688
209,10,7681
210,10,7466
211,10,7604
212,10,8364
213,10,7821
214,10,8649
215,10,8298
216,10,9020
217,10,8204
218,10,8209
219,10,8117
220,10,8842
221,10,10248
222,10,9131
223,10,8877
224,10,9104
225,10,9057
226,10,8890
227,10,8598
228,10,8608
229,10,8836
230,10,9277
231,10,9055
232,10,8939
233,10,8963
234,10,9154
235,10,9121
236,10,9302
237,10,10059
238,10,10592
239,10,11167
240,10,9895
241,10,10287
242,10,11023
243,10,10415
244,10,10081
245,10,10082
246,10,11291
247,10,10996
248,10,10587
249,10,11263
250,10,10990
251,10,10384
252,10,10667
253,10,11959
254,10,10876
255,10,11068
256,10,11563
257,10,11155
258,10,11409
259,10,11037
260,10,11287
261,10,11390
262,10,11324
263,10,12894
264,10,12611
265,10,12363
266,10,12061
267,10,11950
268,10,12025
269,10,12052
270,10,13323
271,10,12648
272,10,14089
273,10,12759
274,10,13612
275,10,12731
276,10,13645
277,10,12673
278,10,13255
279,10,13238
280,10,14815
281,10,13967
282,10,13485
283,10,13773
284,10,13201
285,10,15147
286,10,13517
287,10,14106
288,10,14748
289,10,14490
290,10,13898
291,10,14159
292,10,14387
293,10,15941
294,10,14741
295,10,15268
296,10,14589
297,10,15466
298,10,14434
299,10,15894
300,10,15210
