Vertices,Density,Time taken(ms)
1,1,4
2,1,8
3,1,12
4,1,17
5,1,21
6,1,33
7,1,30
8,1,32
9,1,39
10,1,72
11,1,66
12,1,58
13,1,58
14,1,65
15,1,68
16,1,78
17,1,79
18,1,87
19,1,97
20,1,102
21,1,223
22,1,120
23,1,128
24,1,131
25,1,143
26,1,147
27,1,162
28,1,169
29,1,184
30,1,195
31,1,194
32,1,209
33,1,237
34,1,233
35,1,242
36,1,274
37,1,261
38,1,272
39,1,266
40,1,305
41,1,324
42,1,318
43,1,320
44,1,346
45,1,354
46,1,356
47,1,375
48,1,413
49,1,436
50,1,441
51,1,441
52,1,476
53,1,466
54,1,475
55,1,533
56,1,539
57,1,527
58,1,531
59,1,598
60,1,563
61,1,600
62,1,602
63,1,638
64,1,636
65,1,672
66,1,671
67,1,724
68,1,921
69,1,715
70,1,799
71,1,759
72,1,774
73,1,806
74,1,841
75,1,853
76,1,860
77,1,900
78,1,941
79,1,1186
80,1,960
81,1,1211
82,1,1933
83,1,998
84,1,1047
85,1,1079
86,1,1924
87,1,1151
88,1,1107
89,1,2053
90,1,1173
91,1,1875
92,1,1214
93,1,1623
94,1,1268
95,1,1641
96,1,1348
97,1,1382
98,1,1465
99,1,1410
100,1,1449
101,1,1473
102,1,1485
103,1,1542
104,1,1554
105,1,1571
106,1,1589
107,1,1685
108,1,1648
109,1,1670
110,1,1735
111,1,1765
112,1,1756
113,1,1824
114,1,1871
115,1,2488
116,1,2205
117,1,1925
118,1,2015
119,1,2020
120,1,2091
121,1,2034
122,1,2042
123,1,2072
124,1,2136
125,1,2145
126,1,2327
127,1,2266
128,1,2240
129,1,2996
130,1,2843
131,1,2621
132,1,3010
133,1,2891
134,1,2832
135,1,2712
136,1,2785
137,1,2570
138,1,2970
139,1,2654
140,1,3099
141,1,2961
142,1,2816
143,1,2781
144,1,3346
145,1,3098
146,1,2885
147,1,2961
148,1,3003
149,1,3124
150,1,3069
151,1,3409
152,1,3288
153,1,3334
154,1,3769
155,1,3209
156,1,3304
157,1,3324
158,1,3399
159,1,4070
160,1,3764
161,1,3546
162,1,3480
163,1,3605
164,1,3689
165,1,4345
166,1,4507
167,1,3807
168,1,4530
169,1,4271
170,1,3901
171,1,4029
172,1,4000
173,1,4056
174,1,4167
175,1,4297
176,1,4153
177,1,5299
178,1,4291
179,1,4301
180,1,4854
181,1,4770
182,1,4875
183,1,4473
184,1,4455
185,1,4448
186,1,4668
187,1,5105
188,1,5262
189,1,4968
190,1,5486
191,1,4911
192,1,4962
193,1,5404
194,1,5003
195,1,5208
196,1,5811
197,1,5710
198,1,5175
199,1,5765
200,1,5657
201,1,6200
202,1,6111
203,1,5545
204,1,5997
205,1,5490
206,1,5566
207,1,5930
208,1,6187
209,1,6073
210,1,6019
211,1,5820
212,1,5956
213,1,6025
214,1,6045
215,1,7041
216,1,6415
217,1,6596
218,1,7201
219,1,6322
220,1,7067
221,1,6999
222,1,6561
223,1,6497
224,1,6945
225,1,6688
226,1,6719
227,1,6813
228,1,7544
229,1,7152
230,1,7503
231,1,7774
232,1,7018
233,1,7105
234,1,8340
235,1,7421
236,1,7296
237,1,7512
238,1,7773
239,1,7536
240,1,7976
241,1,8444
242,1,8818
243,1,8016
244,1,7984
245,1,8056
246,1,8382
247,1,8335
248,1,9443
249,1,8974
250,1,9316
251,1,9140
252,1,8899
253,1,8643
254,1,8343
255,1,8812
256,1,8773
257,1,8728
258,1,8652
259,1,8767
260,1,8974
261,1,9939
262,1,9756
263,1,10069
264,1,9130
265,1,9850
266,1,10037
267,1,9333
268,1,10255
269,1,9899
270,1,10474
271,1,10075
272,1,10555
273,1,10453
274,1,10092
275,1,10589
276,1,10168
277,1,10111
278,1,10016
279,1,10934
280,1,11195
281,1,10459
282,1,11316
283,1,12444
284,1,10596
285,1,10556
286,1,11001
287,1,10794
288,1,10677
289,1,10837
290,1,10942
291,1,11066
292,1,11071
293,1,11444
294,1,11382
295,1,11838
296,1,11665
297,1,13212
298,1,12113
299,1,12099
300,1,13686
