Vertices,Density,Time taken(ms)
1,1,17
2,2,30
3,3,44
4,4,61
5,5,102
6,6,96
7,7,119
8,8,133
9,9,145
10,10,171
11,11,191
12,12,207
13,13,244
14,14,266
15,15,266
16,16,292
17,17,340
18,18,366
19,19,359
20,20,413
21,21,425
22,22,468
23,23,495
24,24,500
25,25,554
26,26,548
27,27,642
28,28,648
29,29,701
30,30,694
31,31,704
32,32,766
33,33,820
34,34,802
35,35,2105
36,36,891
37,37,926
38,38,976
39,39,1013
40,40,994
41,41,1085
42,42,1224
43,43,1171
44,44,2212
45,45,2102
46,46,2041
47,47,1291
48,48,1353
49,49,1807
50,50,1653
51,51,1554
52,52,1538
53,53,1968
54,54,1693
55,55,1678
56,56,1682
57,57,1827
58,58,1897
59,59,1965
60,60,2024
61,61,1991
62,62,2518
63,63,2110
64,64,2213
65,65,2283
66,66,2461
67,67,2438
68,68,2371
69,69,2501
70,70,2464
71,71,2899
72,72,2587
73,73,3033
74,74,2963
75,75,2819
76,76,2861
77,77,2941
78,78,2887
79,79,3037
80,80,3074
81,81,3185
82,82,3310
83,83,3353
84,84,3384
85,85,3496
86,86,4115
87,87,3578
88,88,3942
89,89,3711
90,90,3874
91,91,4147
92,92,4071
93,93,4142
94,94,4131
95,95,4043
96,96,4251
97,97,4325
98,98,5447
99,99,4579
100,100,5700
101,101,4795
102,102,4967
103,103,4879
104,104,4765
105,105,5011
106,106,5791
107,107,5255
108,108,5173
109,109,5218
110,110,5699
111,111,5515
112,112,5663
113,113,6098
114,114,6778
115,115,6274
116,116,6418
117,117,5832
118,118,6778
119,119,5997
120,120,6046
121,121,7091
122,122,6965
123,123,6708
124,124,6886
125,125,7342
126,126,6729
127,127,7580
128,128,7556
129,129,7169
130,130,7263
131,131,7662
132,132,8166
133,133,7726
134,134,7543
135,135,7876
136,136,7786
137,137,7960
138,138,7984
139,139,9772
140,140,8750
141,141,8466
142,142,8442
143,143,8475
144,144,8744
145,145,9131
146,146,9588
147,147,9441
148,148,8976
149,149,9853
150,150,10261
151,151,9559
152,152,9723
153,153,9556
154,154,10020
155,155,9705
156,156,11119
157,157,9863
158,158,10369
159,159,12083
160,160,10414
161,161,11838
162,162,11548
163,163,10708
164,164,11085
165,165,10844
166,166,12896
167,167,12660
168,168,11622
169,169,11709
170,170,11843
171,171,12098
172,172,12427
173,173,12383
174,174,12187
175,175,13764
176,176,13402
177,177,12604
178,178,12972
179,179,13753
180,180,13154
181,181,15479
182,182,13828
183,183,14369
184,184,13601
185,185,14321
186,186,14139
187,187,14339
188,188,15150
189,189,16047
190,190,14546
191,191,14623
192,192,15265
193,193,17370
194,194,15668
195,195,15422
196,196,17376
197,197,16895
198,198,16163
199,199,16051
200,200,17325
201,201,18207
202,202,16821
203,203,19141
204,204,16929
205,205,17770
206,206,17082
207,207,19295
208,208,19013
209,209,17454
210,210,20182
211,211,19645
212,212,19690
213,213,19735
214,214,19645
215,215,20094
216,216,19274
217,217,20856
218,218,19936
219,219,21035
220,220,19726
221,221,19533
222,222,21002
223,223,20388
224,224,20369
225,225,22885
226,226,20767
227,227,22235
228,228,20743
229,229,24870
230,230,22267
231,231,21017
232,232,22525
233,233,26564
234,234,23422
235,235,22762
236,236,25749
237,237,26047
238,238,25799
239,239,24207
240,240,25278
241,241,23104
242,242,25685
243,243,24924
244,244,23376
245,245,24830
246,246,26166
247,247,24671
248,248,25705
249,249,24147
250,250,25083
251,251,24626
252,252,25700
253,253,28159
254,254,27071
255,255,26509
256,256,25580
257,257,26554
258,258,25493
259,259,30294
260,260,26898
261,261,26668
262,262,29548
263,263,26986
264,264,31418
265,265,27926
266,266,29874
267,267,28803
268,268,30891
269,269,29167
270,270,29440
271,271,32027
272,272,30448
273,273,29603
274,274,32420
275,275,32448
276,276,32044
277,277,29922
278,278,31439
279,279,32973
280,280,32709
281,281,33958
282,282,30872
283,283,31676
284,284,34690
285,285,32051
286,286,35500
287,287,31636
288,288,33329
289,289,35340
290,290,32886
291,291,34642
292,292,35958
293,293,37435
294,294,36238
295,295,35864
296,296,37151
297,297,37066
298,298,34961
299,299,34287
300,300,37673
