Size(n),S,Key Comparisons,Time(ms),Time(s)
10000,64,179190,6.535699999999999,0.0065357
20000,64,379586,3.2731,0.0032731
30000,64,712796,3.5403,0.0035403
40000,64,798508,4.4788,0.004478800000000001
50000,64,1123173,6.4943,0.006494300000000001
60000,64,1496112,5.2454,0.005245400000000001
70000,64,1380000,6.0796,0.0060796
80000,64,1684649,9.855599999999999,0.0098556
90000,64,1998068,10.5155,0.0105155
100000,64,2346461,8.0804,0.0080804
110000,64,2715956,6.8523,0.0068523
120000,64,3106356,8.0735,0.0080735
130000,64,3529609,8.2506,0.0082506
140000,64,2906243,9.0341,0.0090341
150000,64,3204835,10.8948,0.010894800000000001
160000,64,3515283,12.463199999999999,0.0124632
170000,64,3844259,12.6352,0.012635200000000001
180000,64,4181520,13.706999999999999,0.013707
190000,64,4523474,14.2099,0.014209900000000001
200000,64,4882959,15.2861,0.0152861
210000,64,5260300,16.3876,0.016387600000000002
220000,64,5648381,17.026,0.017026
230000,64,6057679,18.1927,0.018192700000000003
240000,64,6462768,20.3954,0.0203954
250000,64,6885882,16.9105,0.016910500000000002
260000,64,7325590,17.3808,0.017380800000000002
270000,64,5788561,19.1082,0.019108200000000002
280000,64,6086849,20.386599999999998,0.0203866
290000,64,6394313,20.6866,0.020686600000000003
300000,64,6709379,21.4197,0.0214197
310000,64,7024596,22.1558,0.0221558
320000,64,7352669,22.7629,0.022762900000000003
330000,64,7685369,23.814999999999998,0.023815000000000003
340000,64,8026532,25.5693,0.025569300000000003
350000,64,8372591,24.568099999999998,0.024568100000000002
360000,64,8715667,25.3719,0.025371900000000003
370000,64,9071772,26.1166,0.0261166
380000,64,9438281,26.8127,0.026812700000000002
390000,64,9806863,27.5876,0.0275876
400000,64,10182313,28.5399,0.028539900000000003
410000,64,10563863,28.939999999999998,0.02894
420000,64,10945587,31.4606,0.031460600000000005
430000,64,11331145,30.5873,0.0305873
440000,64,11745101,31.2582,0.0312582
450000,64,12142387,32.2492,0.0322492
460000,64,12553616,33.219,0.033219000000000005
470000,64,12974398,33.9265,0.033926500000000005
480000,64,13393376,35.631299999999996,0.035631300000000005
