Size(n),S,Key Comparisons,Time(ms),Time(s)
10000,128,267658,8.491299999999999,0.0084913
20000,128,556299,4.2116,0.0042116
30000,128,1118912,2.8243,0.0028243
40000,128,1155070,4.9082,0.004908200000000001
50000,128,1686950,6.5533,0.006553300000000001
60000,128,2302833,4.9037999999999995,0.004903800000000001
70000,128,1919328,5.4935,0.0054935
80000,128,2387752,8.004299999999999,0.0080043
90000,128,2903160,10.782,0.010782
100000,128,3467837,8.2374,0.0082374
110000,128,4092064,9.8342,0.009834200000000001
120000,128,4756674,10.1557,0.0101557
130000,128,5466426,11.5811,0.0115811
140000,128,3978898,10.4209,0.0104209
150000,128,4432854,11.046299999999999,0.0110463
160000,128,4922619,11.8182,0.011818200000000001
170000,128,5442953,12.855699999999999,0.012855700000000001
180000,128,5984054,13.5574,0.0135574
190000,128,6570548,14.732199999999999,0.0147322
200000,128,7152935,15.1174,0.015117400000000001
210000,128,7755042,16.3252,0.0163252
220000,128,8399086,17.205199999999998,0.0172052
230000,128,9064961,17.8192,0.0178192
240000,128,9746562,18.6378,0.0186378
250000,128,10467087,17.4701,0.017470100000000002
260000,128,11198963,18.1377,0.0181377
270000,128,7769291,18.7003,0.0187003
280000,128,8220354,19.671699999999998,0.0196717
290000,128,8706153,20.119,0.020119
300000,128,9178900,21.0396,0.021039600000000002
310000,128,9674457,21.6521,0.0216521
320000,128,10172245,22.5119,0.0225119
330000,128,10709673,23.3223,0.0233223
340000,128,11241438,24.420099999999998,0.0244201
350000,128,11781502,26.587,0.026587000000000003
360000,128,12336179,25.6424,0.025642400000000003
370000,128,12913140,25.924799999999998,0.0259248
380000,128,13476319,26.7318,0.0267318
390000,128,14067219,27.8955,0.0278955
400000,128,14692098,28.9409,0.028940900000000002
410000,128,15303678,29.3666,0.029366600000000003
420000,128,15929034,30.107,0.030107000000000002
430000,128,16578265,32.530499999999996,0.032530500000000004
440000,128,17222449,32.2046,0.0322046
450000,128,17910570,32.8883,0.0328883
460000,128,18578840,33.416799999999995,0.0334168
470000,128,19259520,34.7102,0.034710200000000004
480000,128,19934561,35.5009,0.0355009
490000,128,20693610,36.3448,0.036344800000000003
500000,128,21398880,38.0184,0.0380184
510000,128,22168026,37.788199999999996,0.0377882
520000,128,22907464,38.750299999999996,0.0387503
530000,128,15604373,37.852,0.037852000000000004
540000,128,16057553,39.9387,0.0399387
550000,128,16537892,41.986399999999996,0.0419864
560000,128,17005537,42.5043,0.0425043
570000,128,17476845,41.217099999999995,0.0412171
580000,128,17956351,42.233999999999995,0.042234
590000,128,18457421,42.9663,0.042966300000000006
600000,128,18945756,43.9238,0.043923800000000006
610000,128,19451687,45.9985,0.045998500000000005
620000,128,19975783,45.0884,0.0450884
630000,128,20505120,46.3431,0.046343100000000005
640000,128,20994622,47.092299999999994,0.047092300000000004
650000,128,21528008,48.9751,0.0489751
660000,128,22084298,48.4135,0.048413500000000005
670000,128,22603896,49.1648,0.0491648
680000,128,23154586,50.429199999999994,0.0504292
690000,128,23690513,51.529799999999994,0.0515298
700000,128,24257769,53.838899999999995,0.0538389
710000,128,24823979,52.523799999999994,0.0525238
720000,128,25376535,53.1558,0.0531558
730000,128,25980509,55.0302,0.0550302
740000,128,26542089,57.5438,0.057543800000000006
750000,128,27123264,55.7085,0.0557085
760000,128,27751752,56.7692,0.056769200000000006
770000,128,28337125,57.9676,0.0579676
780000,128,28942641,59.9281,0.059928100000000005
790000,128,29565403,59.276999999999994,0.059277
800000,128,30153231,59.887,0.059887
810000,128,30790427,61.010999999999996,0.061011
820000,128,31406406,61.925799999999995,0.0619258
830000,128,32056768,66.2858,0.0662858
840000,128,32704650,63.589,0.063589
850000,128,33386150,64.3507,0.06435070000000001
860000,128,34018640,65.70949999999999,0.0657095
870000,128,34673495,68.4747,0.0684747
880000,128,35336522,67.6194,0.06761940000000001
890000,128,35992897,68.5405,0.0685405
900000,128,36692101,68.86659999999999,0.0688666
910000,128,37370561,70.9577,0.0709577
920000,128,38064256,70.7315,0.0707315
930000,128,38775824,71.64229999999999,0.0716423
940000,128,39473789,72.47279999999999,0.0724728
950000,128,40202355,75.58359999999999,0.0755836
960000,128,40896359,74.26599999999999,0.074266
970000,128,41608497,75.19789999999999,0.0751979
980000,128,42354017,76.75399999999999,0.076754
990000,128,43082029,77.3969,0.0773969
1000000,128,43799820,78.2845,0.0782845
1010000,128,44575514,79.1437,0.07914370000000001
1020000,128,45327250,80.6056,0.0806056
1030000,128,46063595,80.8416,0.0808416
1040000,128,46861169,82.0435,0.0820435
1050000,128,44835460,84.3249,0.08432490000000001
1060000,128,32264555,80.336,0.080336
1070000,128,32740612,82.4423,0.08244230000000001
1080000,128,33220624,82.28,0.08228
1090000,128,33687876,84.3959,0.08439590000000001
1100000,128,34156500,83.6027,0.0836027
1110000,128,34642380,85.7224,0.0857224
1120000,128,35136986,86.4416,0.08644160000000001
1130000,128,35604137,86.6164,0.08661640000000001
1140000,128,36097938,87.5917,0.08759170000000001
1150000,128,36606681,88.6056,0.0886056
1160000,128,37093906,89.32639999999999,0.0893264
1170000,128,37577279,89.50569999999999,0.08950570000000001
1180000,128,38107505,90.9794,0.0909794
1190000,128,38596616,92.7136,0.09271360000000001
1200000,128,39112049,92.1347,0.0921347
1210000,128,39583605,94.0069,0.0940069
1220000,128,40113635,94.52709999999999,0.0945271
1230000,128,40629234,95.0287,0.09502870000000001
1240000,128,41153008,95.9095,0.09590950000000001
1250000,128,41703611,97.116,0.09711600000000001
1260000,128,42201453,97.1606,0.0971606
1270000,128,42775717,98.9763,0.0989763
1280000,128,43274229,98.82079999999999,0.0988208
1290000,128,43810325,99.716,0.09971600000000001
1300000,128,44349812,101.65589999999999,0.10165590000000001
1310000,128,44881028,102.371,0.102371
1320000,128,45448214,103.2157,0.10321570000000001
1330000,128,45984190,103.7461,0.10374610000000001
1340000,128,46549117,105.4904,0.10549040000000001
1350000,128,47105944,105.1579,0.10515790000000001
1360000,128,47662667,107.2132,0.10721320000000001
1370000,128,48193856,106.69699999999999,0.106697
1380000,128,48779175,108.5278,0.10852780000000001
1390000,128,49344280,109.4234,0.1094234
1400000,128,49919121,109.94449999999999,0.1099445
1410000,128,50457388,111.78529999999999,0.1117853
1420000,128,51081519,112.22399999999999,0.112224
1430000,128,51656078,113.39659999999999,0.1133966
1440000,128,52231190,113.16369999999999,0.1131637
1450000,128,52814349,114.7713,0.1147713
1460000,128,53391411,115.184,0.11518400000000001
1470000,128,53992724,116.0598,0.1160598
1480000,128,54576965,117.5235,0.1175235
1490000,128,55149189,117.62979999999999,0.1176298
1500000,128,55764533,119.89399999999999,0.119894
1510000,128,56398590,120.18209999999999,0.12018210000000001
1520000,128,56984124,121.32079999999999,0.1213208
1530000,128,57588339,121.8412,0.12184120000000001
1540000,128,58168747,123.8424,0.1238424
1550000,128,58784811,123.97179999999999,0.12397180000000001
1560000,128,59423865,123.8654,0.12386540000000001
1570000,128,60053443,125.7756,0.12577560000000002
1580000,128,60643728,129.7467,0.12974670000000002
1590000,128,61300081,130.9668,0.1309668
1600000,128,61921330,129.4339,0.12943390000000002
1610000,128,62554453,130.2804,0.13028040000000002
1620000,128,63203892,130.90709999999999,0.1309071
1630000,128,63869415,130.73499999999999,0.13073500000000002
1640000,128,64436697,134.45589999999999,0.13445590000000002
1650000,128,65180948,132.75639999999999,0.1327564
1660000,128,65764920,134.126,0.134126
1670000,128,66452052,134.5095,0.1345095
1680000,128,67106989,135.3048,0.1353048
1690000,128,67705990,137.1412,0.13714120000000002
1700000,128,68411342,137.25459999999998,0.1372546
1710000,128,69090151,140.4776,0.1404776
1720000,128,69774348,143.3997,0.14339970000000002
1730000,128,70380511,142.5087,0.14250870000000002
1740000,128,71068685,141.4895,0.14148950000000002
1750000,128,71778492,144.9684,0.1449684
1760000,128,72407979,144.2133,0.14421330000000002
1770000,128,73125077,144.61669999999998,0.14461670000000001
1780000,128,73824764,146.2857,0.14628570000000002
1790000,128,74483044,148.8203,0.14882030000000002
1800000,128,75190582,147.8747,0.1478747
1810000,128,75917336,150.5661,0.1505661
1820000,128,76549164,148.53279999999998,0.14853280000000002
1830000,128,77288934,151.4405,0.1514405
1840000,128,78030566,152.0912,0.1520912
1850000,128,78711870,171.7573,0.1717573
1860000,128,79404114,157.0494,0.1570494
1870000,128,80140070,153.9502,0.1539502
1880000,128,80794633,156.34019999999998,0.1563402
1890000,128,81565555,155.5075,0.15550750000000002
1900000,128,82282369,156.91209999999998,0.1569121
1910000,128,82951004,158.0769,0.15807690000000002
1920000,128,83692258,162.428,0.16242800000000002
1930000,128,84412891,159.8373,0.15983730000000002
1940000,128,85154835,160.3281,0.1603281
1950000,128,85953935,161.7242,0.1617242
1960000,128,86625080,162.9651,0.1629651
1970000,128,87376221,163.3289,0.1633289
