Vertices,Density,Time taken(ms)
1,1,3
2,1,10
3,1,15
4,1,17
5,1,21
6,1,25
7,1,34
8,1,43
9,1,47
10,1,44
11,1,48
12,1,51
13,1,58
14,1,65
15,1,72
16,1,79
17,1,85
18,1,89
19,1,106
20,1,110
21,1,123
22,1,115
23,1,135
24,1,132
25,1,138
26,1,148
27,1,169
28,1,171
29,1,171
30,1,183
31,1,192
32,1,202
33,1,220
34,1,230
35,1,233
36,1,242
37,1,322
38,1,271
39,1,283
40,1,292
41,1,306
42,1,314
43,1,331
44,1,374
45,1,356
46,1,368
47,1,388
48,1,389
49,1,404
50,1,430
51,1,437
52,1,472
53,1,551
54,1,485
55,1,488
56,1,540
57,1,525
58,1,538
59,1,563
60,1,595
61,1,574
62,1,612
63,1,612
64,1,650
65,1,639
66,1,946
67,1,711
68,1,726
69,1,1952
70,1,746
71,1,779
72,1,990
73,1,852
74,1,1859
75,1,883
76,1,887
77,1,919
78,1,926
79,1,976
80,1,961
81,1,985
82,1,1583
83,1,1009
84,1,1606
85,1,1087
86,1,1262
87,1,1104
88,1,1181
89,1,1164
90,1,1372
91,1,1226
92,1,1286
93,1,1274
94,1,1300
95,1,1321
96,1,1350
97,1,1357
98,1,1401
99,1,1424
100,1,1450
101,1,1488
102,1,1481
103,1,1495
104,1,1553
105,1,1550
106,1,1705
107,1,1634
108,1,1708
109,1,1684
110,1,1713
111,1,1771
112,1,1754
113,1,1813
114,1,1843
115,1,1865
116,1,1891
117,1,1942
118,1,2019
119,1,2006
120,1,1991
121,1,2278
122,1,2112
123,1,2099
124,1,2137
125,1,2181
126,1,2198
127,1,2252
128,1,2287
129,1,2313
130,1,2338
131,1,2374
132,1,2511
133,1,2458
134,1,2509
135,1,2535
136,1,2609
137,1,2611
138,1,2631
139,1,2646
140,1,2677
141,1,2691
142,1,2937
143,1,2835
144,1,2891
145,1,2890
146,1,3303
147,1,2962
148,1,2982
149,1,3711
150,1,3553
151,1,3165
152,1,3208
153,1,3168
154,1,3252
155,1,3239
156,1,3322
157,1,3311
158,1,3396
159,1,3687
160,1,3637
161,1,4094
162,1,3866
163,1,4387
164,1,4314
165,1,4078
166,1,3809
167,1,3841
168,1,3809
169,1,3851
170,1,3859
171,1,4408
172,1,4352
173,1,4294
174,1,4010
175,1,4645
176,1,4772
177,1,4215
178,1,4239
179,1,4466
180,1,4607
